ticker,signal,signal_date,entry_date,entry_price,exit_date,exit_price,result,pl_pct,sl_price,tp_price
VRT,BUY,2019-12-10,2019-12-11,10.7775,2019-12-12,11.3028,trailing_stop,4.87,10.6361,0.0
GEN,BUY,2019-12-10,2019-12-11,13.2912,2019-12-12,13.2912,trailing_stop,0.0,12.8782,0.0
SPXC,BUY,2019-12-11,2019-12-12,51.19,2019-12-13,51.19,trailing_stop,0.0,49.4343,0.0
SCCO,BUY,2019-12-13,2019-12-16,31.189,2020-01-03,31.189,trailing_stop,0.0,29.9313,0.0
WAL,BUY,2019-12-13,2019-12-16,49.951,2020-01-07,49.951,trailing_stop,0.0,48.3206,0.0
SW,BUY,2019-12-16,2019-12-17,29.8373,2020-01-07,30.0366,trailing_stop,0.67,29.2994,0.0
THC,BUY,2019-12-20,2019-12-23,38.88,2020-01-07,36.7829,sl_hit,-5.39,36.7829,0.0
TSLA,BUY,2019-12-18,2019-12-19,26.488,2020-01-10,31.9327,trailing_stop,20.56,25.1673,0.0
SMCI,BUY,2020-01-13,2020-01-14,2.95,2020-01-14,2.7741,sl_hit,-5.96,2.7741,0.0
WDC,BUY,2020-01-07,2020-01-08,49.9527,2020-01-15,49.9527,trailing_stop,0.0,46.9841,0.0
TSLA,BUY,2020-01-13,2020-01-14,36.284,2020-01-16,32.9167,sl_hit,-9.28,33.7161,0.0
VRT,BUY,2020-01-10,2020-01-13,11.5239,2020-01-17,11.5239,trailing_stop,0.0,11.1633,0.0
LVS,BUY,2019-12-13,2019-12-16,64.166,2020-01-21,66.1467,trailing_stop,3.09,61.7348,0.0
SNX,BUY,2020-01-10,2020-01-13,68.5637,2020-01-21,68.5637,trailing_stop,0.0,65.6212,0.0
STT,BUY,2019-12-12,2019-12-13,65.7366,2020-01-22,66.9914,trailing_stop,1.91,63.2152,0.0
SSB,BUY,2019-12-17,2019-12-18,74.4858,2020-01-23,72.0884,sl_hit,-3.22,72.0884,0.0
SWKS,BUY,2019-12-12,2019-12-13,96.6382,2020-01-24,106.5131,trailing_stop,10.22,91.906,0.0
ZS,BUY,2020-01-14,2020-01-15,58.81,2020-01-24,58.81,trailing_stop,0.0,54.683,0.0
TER,BUY,2020-01-23,2020-01-24,73.9387,2020-01-24,69.822,sl_hit,-5.57,69.822,0.0
