ticker,signal,score,signal_date,entry_date,entry_price,exit_date,exit_price,result,pl_pct,sl_price,tp_price
CVX,STRONG_BUY,0.8063,2021-03-09,2021-03-10,89.4869,2021-03-19,84.1459,sl_hit,-5.97,84.1459,0.0
MS,BUY,0.7675,2021-03-04,2021-03-05,70.2298,2021-03-22,70.2298,trailing_stop,0.0,66.4972,0.0
UMBF,BUY,0.7709,2021-03-05,2021-03-08,85.5614,2021-03-22,87.4941,trailing_stop,2.26,80.4278,0.0
PNFP,BUY,0.7772,2021-03-08,2021-03-09,83.3144,2021-03-22,86.8117,trailing_stop,4.2,78.3155,0.0
BPOP,BUY,0.752,2021-03-10,2021-03-11,61.8709,2021-03-22,62.1037,trailing_stop,0.38,58.1586,0.0
WBD,STRONG_BUY,0.8853,2021-03-09,2021-03-10,63.86,2021-03-23,73.1621,trailing_stop,14.57,60.0284,0.0
AGCO,BUY,0.792,2021-03-18,2021-03-19,123.1438,2021-03-23,115.7552,sl_hit,-6.0,115.7552,0.0
EXPE,BUY,0.758,2021-03-18,2021-03-19,178.1619,2021-03-23,167.4722,sl_hit,-6.0,167.4722,0.0
NWSA,BUY,0.7689,2021-03-18,2021-03-19,25.9749,2021-03-24,24.4164,sl_hit,-6.0,24.4164,0.0
EXR,BUY,0.7566,2021-04-20,2021-04-21,121.9881,2021-04-23,122.7955,pre_earnings,0.66,117.7185,0.0
LOW,BUY,0.7544,2021-04-16,2021-04-19,187.716,2021-04-26,181.5667,sl_hit,-3.28,181.5667,0.0
SPGI,BUY,0.7532,2021-05-04,2021-05-05,381.7949,2021-05-06,370.6604,sl_hit,-2.92,370.6604,0.0
AXS,STRONG_BUY,0.813,2021-05-04,2021-05-05,50.8611,2021-05-10,50.8611,trailing_stop,0.0,49.0412,0.0
MRSH,STRONG_BUY,0.8102,2021-05-03,2021-05-04,125.6571,2021-05-11,125.6571,trailing_stop,0.0,121.9669,0.0
BRO,BUY,0.7776,2021-05-05,2021-05-06,51.6219,2021-05-11,51.6219,trailing_stop,0.0,49.77,0.0
