ticker,signal,signal_date,entry_date,entry_price,exit_date,exit_price,result,pl_pct,sl_price,tp_price
AU,BUY,2021-12-06,2021-12-07,18.3334,2021-12-13,17.0546,sl_hit,-6.98,17.0546,20.8911
NVDA,BUY,2021-12-07,2021-12-08,31.9371,2021-12-14,27.9475,sl_hit,-12.49,27.9475,39.9165
AMAT,BUY,2021-12-07,2021-12-08,151.2841,2021-12-20,138.4875,sl_hit,-8.46,138.4875,176.8772
TOL,BUY,2021-12-13,2021-12-14,68.0354,2021-12-20,63.1171,sl_hit,-7.23,63.1171,77.8721
ANET,BUY,2021-12-14,2021-12-15,32.925,2021-12-27,36.5889,tp_hit,11.13,31.093,36.5889
TW,BUY,2021-12-27,2021-12-28,99.8027,2022-01-03,95.1775,sl_hit,-4.63,95.1775,109.0531
TSM,BUY,2022-01-03,2022-01-04,122.2608,2022-01-07,116.5694,sl_hit,-4.66,116.5694,133.6437
FAST,BUY,2021-12-06,2021-12-07,28.2172,2022-01-10,27.1962,sl_hit,-3.62,27.1962,30.259
AVGO,BUY,2021-12-20,2021-12-21,60.0348,2022-01-10,56.0667,sl_hit,-6.61,56.0667,67.9711
VRTX,BUY,2021-12-06,2021-12-07,205.54,2022-01-14,232.4,tp_hit,13.07,192.11,232.4
FN,BUY,2021-12-06,2021-12-07,117.0,2022-01-19,110.1586,sl_hit,-5.85,110.1586,130.6829
SCCO,BUY,2022-01-07,2022-01-10,51.7605,2022-01-19,56.1982,tp_hit,8.57,49.5416,56.1982
LRCX,BUY,2021-12-06,2021-12-07,64.6907,2022-01-20,60.2867,sl_hit,-6.81,60.2867,73.4987
CTRE,BUY,2021-12-06,2021-12-07,17.8121,2022-01-21,17.4807,timeout,-1.86,16.6162,20.2038
TER,BUY,2021-12-06,2021-12-07,151.5825,2022-01-21,141.3451,sl_hit,-6.75,141.3451,172.0574
TSM,STRONG_BUY,2022-01-14,2022-01-18,127.754,2022-01-21,118.3892,sl_hit,-7.33,118.3892,146.4837
FCX,BUY,2022-01-19,2022-01-20,41.9897,2022-01-21,39.1019,sl_hit,-6.88,39.1019,47.7652
MU,BUY,2021-12-07,2021-12-08,83.4801,2022-01-24,76.2889,sl_hit,-8.61,76.2889,97.8624
HWM,BUY,2022-01-10,2022-01-11,33.5263,2022-01-24,31.7691,sl_hit,-5.24,31.7691,37.0409
FANG,BUY,2022-01-10,2022-01-11,101.0251,2022-01-24,93.365,sl_hit,-7.58,93.365,116.3452
STRL,BUY,2022-01-19,2022-01-20,27.72,2022-01-24,25.6714,sl_hit,-7.39,25.6714,31.8171
NEM,BUY,2022-01-20,2022-01-21,56.8706,2022-01-24,54.2882,sl_hit,-4.54,54.2882,62.0355
INCY,BUY,2022-01-24,2022-01-25,74.79,2022-01-28,70.7857,sl_hit,-5.35,70.7857,82.7986
VRTX,BUY,2022-01-24,2022-01-25,226.09,2022-02-01,245.13,tp_hit,8.42,216.57,245.13
CF,BUY,2021-12-20,2021-12-21,59.3698,2022-02-02,68.2738,tp_hit,15.0,54.9178,68.2738
BX,BUY,2022-02-01,2022-02-02,118.081,2022-02-11,108.671,sl_hit,-7.97,108.671,136.901
GOOGL,BUY,2022-02-02,2022-02-03,144.6128,2022-02-11,134.5653,sl_hit,-6.95,134.5653,164.708
V,BUY,2022-02-01,2022-02-02,223.9713,2022-02-23,209.1325,sl_hit,-6.63,209.1325,253.6487
MA,BUY,2022-02-01,2022-02-02,380.206,2022-02-24,351.3065,sl_hit,-7.6,351.3065,438.005
MU,BUY,2022-02-15,2022-02-16,92.372,2022-02-24,84.2733,sl_hit,-8.77,84.2733,108.5694
WFRD,BUY,2022-02-01,2022-02-02,31.1345,2022-02-25,27.0272,sl_hit,-13.19,27.0272,39.3492
MOS,BUY,2022-02-01,2022-02-02,39.2653,2022-02-28,46.8914,tp_hit,19.42,35.4523,46.8914
AU,BUY,2022-02-15,2022-02-16,19.1399,2022-03-01,21.9023,tp_hit,14.43,17.7587,21.9023
VNOM,BUY,2022-01-28,2022-01-31,20.5261,2022-03-04,23.6113,tp_hit,15.03,18.9835,23.6113
CTRA,BUY,2022-02-01,2022-02-02,18.4614,2022-03-04,21.6589,tp_hit,17.32,16.8627,21.6589
KEX,BUY,2022-01-28,2022-01-31,65.51,2022-03-11,74.9443,tp_hit,14.4,60.7929,74.9443
FANG,BUY,2022-01-28,2022-01-31,105.8027,2022-03-17,111.151,timeout,5.05,94.867,127.6741
MLI,BUY,2022-03-18,2022-03-21,28.825,2022-03-25,27.0437,sl_hit,-6.18,27.0437,32.3875
VRTX,BUY,2022-03-18,2022-03-21,248.03,2022-04-05,274.2014,tp_hit,10.55,234.9443,274.2014
RMBS,BUY,2022-03-18,2022-03-21,31.23,2022-04-06,28.4014,sl_hit,-9.06,28.4014,36.8871
NVDA,BUY,2022-03-18,2022-03-21,26.4603,2022-04-07,23.7475,sl_hit,-10.25,23.7475,31.8858
CYTK,BUY,2022-04-06,2022-04-07,42.17,2022-04-18,38.3286,sl_hit,-9.11,38.3286,49.8529
ANET,BUY,2022-03-18,2022-03-21,32.6975,2022-04-22,29.9528,sl_hit,-8.39,29.9528,38.1869
