date,balance,cash,stock_val,etf_val,sgov_val,n_stocks,etf_names
2021-04-09,4911.549022981802,29.48284577438693,2810.0304,2072.035777207415,0.0,7,XLI
2021-04-12,4902.44518870548,262.124452,2531.1746,2109.14613670548,0.0,6,XLF+XLK
2021-04-13,4902.528347670355,72.83278229980795,3062.5856,1767.1099653705476,0.0,7,XLF+XLK
2021-04-14,4901.876503320037,379.048502299808,2762.7856,1760.0424010202287,0.0,6,XLF+XLK
2021-04-15,4919.362347492922,52.99515664018122,3269.2588,1597.1083908527405,0.0,7,XLF+XLK
2021-04-16,4934.234765393199,445.4719147601812,2888.1394,1600.6234506330175,0.0,6,XLF+XLK
2021-04-19,4967.4977249186395,1102.36123968,1829.4318,2035.7046852386395,0.0,4,XLF+XLK
2021-04-20,4942.068159542032,1102.36123968,1829.4318,2010.2751198620313,0.0,4,XLF+XLK
2021-04-21,4974.988927452207,502.29327047999993,2439.3723,2033.323356972206,0.0,5,XLF+XLK
2021-04-22,4962.382388037053,284.4975104448169,2830.9147,1846.9701775922358,0.0,6,XLF+XLK
2021-04-23,4996.169643352624,166.8409433526244,4829.3287,0.0,0.0,10,-
2021-04-26,5042.610136502624,1513.5819931500005,3362.1872,166.8409433526244,0.0,7,XLB+XLF
2021-04-27,5022.92569064741,1484.0231853000005,3371.624,167.27850534741015,0.0,7,XLB+XLF
2021-04-28,5032.430118150232,1758.2858689600007,3106.3068999999996,167.83734919023198,0.0,7,XLB+XLF
2021-04-29,5043.225837304501,2329.3995916800004,2543.9656999999997,169.86054562450045,0.0,6,XLB+XLF
2021-04-30,5041.584080280817,1047.9120916800002,3825.4532,168.21878860081716,0.0,8,XLB+XLF
2021-05-03,5070.545713342857,41.71399415135545,4257.7159,771.1158191915017,0.0,9,XLB+XLF
2021-05-04,5053.555573764217,17.963473764216985,5035.5921,0.0,0.0,11,-
2021-05-05,5059.541736284217,28.53413628421697,5031.0076,0.0,0.0,11,-
2021-05-06,5059.541736284217,28.53413628421697,5031.0076,0.0,0.0,11,-
2021-05-07,5059.541736284217,28.53413628421697,5031.0076,0.0,0.0,11,-
2021-05-10,5074.866721474217,713.0354851899999,4333.2971,28.53413628421697,0.0,9,XLE+XLF
2021-05-11,5127.496616330582,1694.4975754200002,3405.0851000000002,27.913940910580887,0.0,7,XLE+XLF
2021-05-12,5137.542508342132,2393.22550563,2716.4802,27.836802712132602,0.0,5,XLE+XLF
2021-05-13,5137.595295170752,2393.22550563,2716.4802,27.889589540752148,0.0,5,XLE+XLF
2021-05-14,5138.246425954756,2393.22550563,2716.4802,28.540720324755984,0.0,5,XLE+XLF
2021-05-17,5147.33770745699,579.655076,2145.5602,2422.12243145699,0.0,4,XLB+XLE
2021-05-18,5116.661286951145,1017.92188295,1718.1913,2380.5481040011446,0.0,3,XLB+XLE
2021-05-19,5078.829040686204,1255.7663736499999,1490.3112,2332.7514670362043,0.0,3,XLB+XLE
2021-05-20,5100.534414560133,1947.1582588099996,821.7268,2331.6493557501335,0.0,2,XLB+XLE
2021-05-21,5105.561861379854,1947.1582588099996,821.7268,2336.6768025698548,0.0,2,XLB+XLE
2021-05-24,5127.589896952846,43.64079820459199,1205.3849,3878.5641987482536,0.0,3,XLB+XLF
2021-05-25,5069.233504449681,24.913755578458563,2033.2676999999999,3011.0520488712227,0.0,4,XLB+XLF
2021-05-26,5074.286296262657,24.913755578458563,2033.2676999999999,3016.1048406841983,0.0,4,XLB+XLF
2021-05-27,5103.7333761578875,24.913755578458563,2033.2676999999999,3045.551920579429,0.0,4,XLB+XLF
2021-05-28,5105.1014682436535,4.252647453496138,4558.9447,541.9041207901577,0.0,9,XLF
2021-05-31,5105.1014682436535,0.0,4558.9447,546.1567682436538,0.0,9,XLB+XLF
2021-06-01,5120.534837839611,479.67595939999995,4091.3786999999998,549.4801784396116,0.0,8,XLB+XLF
2021-06-02,5121.375892701111,2.3661927011113466,5119.0097,0.0,0.0,11,-
2021-06-03,5142.340204221111,738.5089042211114,4403.8313,0.0,0.0,9,-
2021-06-04,5155.569764221112,334.9766642211114,4820.5931,0.0,0.0,10,-
2021-06-07,5167.383078461112,8.025400199944556,4835.2443,324.11337826116676,0.0,10,XLF+XLRE
2021-06-08,5142.861237893449,8.972163248105744,4838.1009,295.78817464534256,0.0,10,XLF+XLRE
2021-06-09,5141.844223681229,3.395023681228963,5138.4492,0.0,0.0,11,-
2021-06-10,5117.536038601229,9.870038601228885,5107.666,0.0,0.0,11,-
2021-06-11,5117.536038601229,9.870038601228885,5107.666,0.0,0.0,11,-
2021-06-14,5127.361098021229,538.06195942,4579.4291,9.870038601228885,0.0,8,XLK+XLRE
2021-06-15,5139.816219169127,759.7364177299999,4370.2854,9.794401439128123,0.0,8,XLK+XLRE
2021-06-16,5130.4221968960155,1645.1207680299997,3475.5778,9.723628866016488,0.0,6,XLK+XLRE
2021-06-17,5123.468827524697,1670.78510379,3442.8853,9.798423734697442,0.0,6,XLK+XLRE
2021-06-18,5110.215096235166,1266.8381246500005,3833.7003,9.676671585165785,0.0,7,XLK+XLRE
2021-06-21,5110.362598584609,3.772798584609461,5106.5898,0.0,0.0,10,-
2021-06-22,5130.22196306461,885.2825630646095,4244.9394,0.0,0.0,8,-
2021-06-23,5151.40809329461,2109.1713932946095,3042.2367000000004,0.0,0.0,6,-
2021-06-24,5151.40809329461,1461.6773932946096,3689.7307,0.0,0.0,7,-
2021-06-25,5151.40809329461,477.59029329460975,4673.8178,0.0,0.0,9,-
2021-06-28,5140.65622442461,840.1092311299997,3822.9567,477.59029329460975,0.0,7,XLE+XLRE
2021-06-29,5139.334814507784,840.1092311299997,3822.9567,476.2688833777851,0.0,7,XLE+XLRE
2021-06-30,5148.796708062897,1414.9593338499997,3256.4903,477.3470742128977,0.0,6,XLE+XLRE
2021-07-01,5153.956175877573,1414.9593338499997,3256.4903,482.50654202757335,0.0,6,XLE+XLRE
2021-07-02,5154.541829651047,41.32262965104718,5113.2192,0.0,0.0,10,-
2021-07-05,5154.541829651047,0.0,5113.2192,41.32262965104718,0.0,10,XLE+XLK
2021-07-06,5155.188710231541,1176.1926627599998,3938.2673,40.72874747154168,0.0,8,XLE+XLK
2021-07-07,5129.626755896523,194.26085589652268,4935.3659,0.0,0.0,10,-
2021-07-08,5141.766135896523,252.47093589652252,4889.2952000000005,0.0,0.0,10,-
2021-07-09,5141.766135896522,61.49833589652252,5080.2678,0.0,0.0,11,-
2021-07-12,5125.845673566523,1031.97883767,4032.3685,61.49833589652252,0.0,9,XLC+XLRE
2021-07-13,5126.2883645916245,2102.29806763,2962.9689000000003,61.02139696162399,0.0,7,XLC+XLRE
2021-07-14,5108.630819276214,2033.18196754,3014.1843,61.26455173621427,0.0,7,XLC+XLRE
2021-07-15,5163.724140449099,2508.06411082,2594.5659,61.094129629098646,0.0,6,XLC+XLRE
2021-07-16,5163.566608303971,2508.06411082,2594.5659,60.93659748397076,0.0,6,XLC+XLRE
2021-07-19,5165.607702760617,145.92730856338437,2688.1333,2331.5470941972326,0.0,6,XLK+XLRE
2021-07-20,5241.288669037555,468.1688585633844,2403.5933,2369.526510474171,0.0,5,XLK+XLRE
2021-07-21,5250.432491932379,14.716223951209258,3071.4333,2164.2829679811693,0.0,6,XLK+XLRE
2021-07-22,5253.846535365844,10.063662488045338,4279.6745,964.1083728777984,0.0,9,XLK
2021-07-23,5266.234720557604,400.5104205576043,4865.7243,0.0,0.0,10,-
2021-07-26,5435.740026317604,3215.07340576,1820.1562000000001,400.5104205576043,0.0,4,XLK+XLRE
2021-07-27,5435.447881491375,1355.4716057599999,3679.7580000000003,400.21827573137443,0.0,7,XLK+XLRE
2021-07-28,5433.989994664008,1355.4716057599999,3679.7580000000003,398.76038890400866,0.0,7,XLK+XLRE
2021-07-29,5480.298751660156,837.41263776,4243.8108,399.07531390015606,0.0,8,XLK+XLRE
2021-07-30,5500.540838684656,311.4340935706053,4877.742,311.3647451140501,0.0,9,XLK+XLRE
2021-08-02,5576.864970588811,1403.5922217000002,3550.7842,622.4885488888104,0.0,7,XLK+XLRE
2021-08-03,5553.2784927955645,6.053188991379216,5277.9812,269.2441038041856,0.0,10,XLRE
2021-08-04,5596.667150046907,1424.8546681913792,3903.4352,268.37728185552845,0.0,8,XLRE
2021-08-05,5598.8054665199215,177.07466819137926,5151.2152,270.515598328542,0.0,11,XLRE
2021-08-06,5603.696650213402,1172.2682321913792,4161.3751999999995,270.0532180220237,0.0,8,XLRE
2021-08-09,5611.017399171995,9.318420243013065,5164.5518,437.1471789289818,0.0,10,XLV
2021-08-10,5583.287383327111,465.27394861059264,4719.3117999999995,398.70163471651836,0.0,9,XLV
2021-08-11,5597.129178133085,173.02795527059266,5029.3523,394.7489228624923,0.0,10,XLV
2021-08-12,5600.243469455879,114.92476945587885,5485.3187,0.0,0.0,11,-
2021-08-13,5617.205419535879,587.8531195358789,5029.3523,0.0,0.0,10,-
2021-08-16,5589.9304635358785,30.593725060941892,5095.3976999999995,463.93903847493704,0.0,10,XLF+XLV
2021-08-17,5562.829416479662,22.82901647966213,5540.0004,0.0,0.0,11,-
2021-08-18,5582.494904519663,499.24650451966215,5083.2484,0.0,0.0,10,-
2021-08-19,5710.8785332796615,2203.747933279662,3507.1306,0.0,0.0,7,-
2021-08-20,5710.8785332796615,2203.747933279662,3507.1306,0.0,0.0,7,-
2021-08-23,5722.707173279662,30.052464056203235,4826.4452,866.2095092234588,0.0,9,XLK
2021-08-24,5721.718839211263,49.4476392112627,5672.2712,0.0,0.0,11,-
2021-08-25,5740.044060871262,1044.4366608712626,4695.6074,0.0,0.0,9,-
2021-08-26,5740.044060871263,163.2542608712626,5576.7898000000005,0.0,0.0,11,-
2021-08-27,5720.516181431263,1297.0699814312627,4423.4462,0.0,0.0,9,-
2021-08-30,5730.094409831262,68.64713198606432,5108.0444,553.4028778451985,0.0,10,XLK
2021-08-31,5727.183608677789,68.64713198606432,5108.0444,550.4920766917256,0.0,10,XLK
2021-09-01,5733.967611856527,11.842665659913905,5483.6201,238.50484619661287,0.0,10,XLK
2021-09-02,5747.3847534367205,352.10412435991395,5157.031,238.24962907680668,0.0,10,XLK
2021-09-03,5748.3303780546175,3.81857805461766,5744.5118,0.0,0.0,11,-
2021-09-06,5748.3303780546175,0.0,5744.5118,3.81857805461766,0.0,11,QQQ+XLRE
2021-09-07,5773.11323041478,1500.31230864,4269.0008,3.8001217747809917,0.0,9,QQQ+XLRE
2021-09-08,5750.644487857823,217.3537586399999,5529.4859,3.804829217823608,0.0,11,QQQ+XLRE
2021-09-09,5746.603150952115,726.60013248,5016.2451,3.757918472115728,0.0,10,QQQ+XLRE
2021-09-10,5735.953613119949,1592.5891144800003,4139.6445,3.7199986399481024,0.0,8,QQQ+XLRE
2021-09-13,5747.312521740193,963.0172228399998,3187.9773,1596.3179989001926,0.0,6,QQQ+XLK
2021-09-14,5744.022970977496,963.0172228399998,3187.9773,1593.0284481374958,0.0,6,QQQ+XLK
2021-09-15,5756.918089645637,575.5472228399998,3575.4473000000003,1605.9235668056372,0.0,7,QQQ+XLK
2021-09-16,5753.056919906011,1137.4502722599996,3008.6730000000002,1606.9336476460112,0.0,6,QQQ+XLK
2021-09-17,5736.788147768884,853.4512122599995,3298.4332000000004,1584.9037355088835,0.0,6,QQQ+XLK
2021-09-20,5665.846257841335,1998.4087578413344,3667.4375,0.0,0.0,7,-
2021-09-21,5665.846257841335,1998.4087578413344,3667.4375,0.0,0.0,7,-
2021-09-22,5665.846257841335,1998.4087578413344,3667.4375,0.0,0.0,7,-
2021-09-23,5678.719067841334,2526.1939678413346,3152.5251,0.0,0.0,6,-
2021-09-24,5691.802092081334,2996.7253920813346,2695.0767,0.0,0.0,5,-
2021-09-27,5737.586913081334,579.183221,2161.6783,2996.7253920813346,0.0,4,XLF+XLK
2021-09-28,5701.002063731156,3728.8532426203265,498.53999999999996,1473.6088211108297,0.0,1,XLF
2021-09-29,5702.162493443489,3728.8532426203265,498.53999999999996,1474.7692508231628,0.0,1,XLF
2021-09-30,5678.956281683234,5180.416281683234,498.53999999999996,0.0,0.0,1,-
2021-10-01,5678.956281683234,5180.416281683234,498.53999999999996,0.0,0.0,1,-
2021-10-04,5698.054006463234,46.08605153927249,944.8008,4707.167154923962,0.0,2,XLE+XLF
2021-10-05,5726.889458807155,47.28218356115178,5043.1946,636.4126752460035,0.0,11,XLE
2021-10-06,5639.772491886354,874.6047674011517,4135.4614,629.7063244852021,0.0,9,XLE
2021-10-07,5673.863829511731,1396.3341642811515,3642.967,634.5626652305795,0.0,8,XLE
2021-10-08,5707.16907103056,1252.6267334011516,3800.4386,654.1037376294088,0.0,8,XLE
2021-10-11,5704.740874875916,0.0,3800.4386,1904.3022748759163,0.0,8,XLE+XLF
2021-10-12,5703.92915390789,23.426848861187636,4861.0888,819.413505046702,0.0,10,XLE
2021-10-13,5721.652713475915,473.95770756118765,4429.0078,818.6872059147272,0.0,9,XLE
2021-10-14,5735.58916402993,917.5972689611876,3989.2818,828.7100950687416,0.0,8,XLE
2021-10-15,5753.883027770704,1602.8837409611874,3318.2218000000003,832.7774868095165,0.0,7,XLE
2021-10-18,5774.528250659045,28.80322245000002,3309.4828,2436.242228209045,0.0,7,XLE+XLF
2021-10-19,5815.022009034184,651.6270107900001,2700.7214,2462.6735982441837,0.0,6,XLE+XLF
2021-10-20,5850.314014592336,567.3147188700002,2800.4431,2482.5561957223363,0.0,6,XLE+XLF
2021-10-21,5876.976141586678,810.7735389500002,2617.8691,2448.3335026366776,0.0,5,XLE+XLF
2021-10-22,5903.719924175773,31.30973960799122,4313.9281,1558.4820845677812,0.0,8,XLE
2021-10-25,5940.155586211837,18.883945447218935,4673.8971,1247.3745407646177,0.0,9,XLE
2021-10-26,6058.18313906649,33.34460807864366,5521.1396,503.6989309878459,0.0,10,XLE
2021-10-27,5961.845136978015,2640.075596478643,2832.5496,489.21994049937274,0.0,5,XLE
2021-10-28,5972.741963910457,2024.0193179586433,3456.0107,492.71194595181413,0.0,6,XLE
2021-10-29,5982.014794890017,1571.9321130786434,3920.6072,489.47548181137336,0.0,7,XLE
2021-11-01,6049.787363988394,314.0682327796912,4710.3717,1025.3474312087026,0.0,9,XLE
2021-11-02,6050.16183824845,64.8806382484496,5985.2812,0.0,0.0,11,-
2021-11-03,6050.16183824845,64.8806382484496,5985.2812,0.0,0.0,11,-
2021-11-04,6063.01086368845,776.0462636884496,5286.9646,0.0,0.0,10,-
2021-11-05,6034.24605388845,1372.3826538884496,4661.8634,0.0,0.0,9,-
2021-11-08,6086.688578928449,7.539125703911395,5233.2846,845.8648532245383,0.0,10,XLK+XLY
2021-11-09,6051.924264997972,158.2731920831638,5581.7546,311.8964729148085,0.0,11,XLK
2021-11-10,6103.514021078391,1331.6009236331638,4465.1624,306.75069744522744,0.0,9,XLK
2021-11-11,6104.949736789466,164.41452363316375,5632.3488,308.1864131563027,0.0,11,XLK
2021-11-12,6107.4321983958425,649.6360589931637,5145.8624,311.93373940267895,0.0,10,XLK
2021-11-15,6121.67071665016,26.161700671054177,5201.6359,893.8731159791057,0.0,10,XLK+XLY
2021-11-16,6142.166433989738,579.7771526710542,4657.7559,904.6333813186836,0.0,9,XLK+XLY
2021-11-17,6132.044702360539,918.1986348510541,4309.4859,904.3601675094853,0.0,8,XLK+XLY
2021-11-18,6155.155293358306,66.82780641991042,5848.6082,239.71928693839632,0.0,10,XLK
2021-11-19,6112.7950030798265,1337.9401082199106,4533.3877999999995,241.4670948599167,0.0,8,XLK
2021-11-22,6093.665499898145,41.10451498675877,4893.5074,1159.0535849113853,0.0,8,XLK+XLY
2021-11-23,5977.758553840604,1546.4796513367587,3278.2071,1153.0718025038448,0.0,6,XLK+XLY
2021-11-24,5982.681140364068,902.1920513367587,3922.4947,1157.9943890273091,0.0,7,XLK+XLY
2021-11-25,5982.681140364068,902.1920513367587,3922.4947,1157.9943890273091,0.0,7,XLK+XLY
2021-11-26,5991.861420700435,2721.8891376967586,2142.4181,1127.5541830036764,0.0,4,XLK+XLY
2021-11-29,6013.923212547221,0.0,2142.4181,3871.5051125472214,0.0,4,XLK+XLY
2021-11-30,6019.740627623001,501.6448724050245,2645.4806,2872.6151552179763,0.0,5,XLK+XLY
2021-12-01,5972.60049582207,1913.2519390450245,1230.5734,2828.7751567770456,0.0,3,XLK+XLY
2021-12-02,6019.168550002294,522.5490166450245,2636.7019,2859.9176333572696,0.0,6,XLK+XLY
2021-12-03,5972.613114337624,768.8044406450244,2394.5439,2809.2647736926,0.0,5,XLK+XLY
2021-12-06,5943.32335279771,49.92109901532933,3697.4778,2195.9244537823806,0.0,7,XLK
2021-12-07,6019.989490145418,23.837749458675887,5929.5536,66.59814068674211,0.0,11,XLK
2021-12-08,6039.858547734238,473.38183945867587,5499.5736,66.90310827556229,0.0,10,XLK
2021-12-09,6083.064262343771,1524.0799130086762,4492.8031,66.18124933509468,0.0,8,XLK
2021-12-10,6099.23867145166,1035.626395208676,4996.1031,67.50917624298418,0.0,9,XLK
2021-12-13,6145.465920132736,2775.3274328500006,2268.0066,1102.131887282735,0.0,4,XLK+XLRE
2021-12-14,6130.154488594512,2028.9194328500007,3014.4146,1086.8204557445115,0.0,5,XLK+XLRE
2021-12-15,6167.744607068049,1491.9307294100008,3566.1821,1109.6317776580481,0.0,6,XLK+XLRE
2021-12-16,6181.542935950873,227.22379362000117,4859.4348,1094.8843423308715,0.0,8,XLK+XLRE
2021-12-17,6166.855828080416,1977.5995255800012,3099.9704,1089.2859025004157,0.0,5,XLK+XLRE
2021-12-20,6083.168938831757,44.51799481117058,3418.8705000000004,2619.7804440205864,0.0,6,XLK+XLRE
2021-12-21,6142.460121053794,597.5616030711706,2879.7891000000004,2665.109417982623,0.0,5,XLK+XLRE
2021-12-22,6173.88034543533,597.5616030711706,2879.7891000000004,2696.5296423641594,0.0,5,XLK+XLRE
2021-12-23,6179.625416851324,597.5616030711706,2879.7891000000004,2702.274713780154,0.0,5,XLK+XLRE
2021-12-24,6179.625416851324,597.5616030711706,2879.7891000000004,2702.274713780154,0.0,5,XLK+XLRE
2021-12-27,6236.492418221946,0.0,2879.7891000000004,3356.7033182219457,0.0,5,XLK+XLRE
2021-12-28,6232.373467326621,0.0,2879.7891000000004,3352.58436732662,0.0,5,XLK+XLRE
2021-12-29,6255.765193208292,584.44904661,2308.536,3362.780146598292,0.0,4,XLK+XLRE
2021-12-30,6249.267091597143,18.966662997120693,3310.6085000000003,2919.6919286000225,0.0,6,XLK+XLRE
2021-12-31,6241.965048951335,18.966662997120693,3310.6085000000003,2912.389885954214,0.0,6,XLK+XLRE
2022-01-03,6263.953989144293,684.8504208,2638.6595,2940.444068344292,0.0,5,XLK+XLRE
2022-01-04,6252.427421770767,1265.71195984,2070.8019,2915.913561930767,0.0,4,XLK+XLRE
2022-01-05,6207.336556664019,4198.35462539791,1055.4,953.581931266108,0.0,2,XLRE
2022-01-06,6147.440864864306,5192.70240539791,0.0,954.7384594663959,0.0,0,XLRE
2022-01-07,6142.429017630209,5192.70240539791,0.0,949.7266122322987,0.0,0,XLRE
2022-01-10,6136.838948489627,57.08806330365155,1253.421,4826.329885185975,0.0,2,XLE+XLP
2022-01-11,6235.41616547966,113.31350151235586,3011.3667,3110.735963967304,0.0,4,XLE
2022-01-12,6241.320188164118,29.749224461335416,4522.7523,1688.8186637027827,0.0,6,XLE
2022-01-13,6246.229168497133,781.6335161813355,3784.3077000000003,1680.287952315797,0.0,5,XLE
2022-01-14,6285.683738002914,781.6335161813355,3784.3077000000003,1719.7425218215772,0.0,5,XLE
2022-01-17,6285.683738002913,0.0,3784.3077000000003,2501.3760380029125,0.0,5,XLE+XLP
2022-01-18,6301.034415305963,792.2434752,3004.5405,2504.250440105963,0.0,4,XLE+XLP
2022-01-19,6308.290803143821,1588.7189233000004,2228.2628,2491.3090798438207,0.0,3,XLE+XLP
2022-01-20,6286.451037741432,1588.7189233000004,2228.2628,2469.469314441431,0.0,3,XLE+XLP
2022-01-21,6232.280394310041,1433.38821452,781.6224,0.0,4017.269779790041,1,-
2022-01-24,6198.739394483383,748.48161024,0.0,5450.257784243383,0.0,0,XLE+XLP
2022-01-25,6274.267161190972,101.3331309548264,714.3216,0.0,5458.612430236146,1,-
2022-01-26,6274.431960636699,101.3331309548264,714.3216,0.0,5458.777229681872,1,-
2022-01-27,6274.158598944827,101.3331309548264,714.3216,0.0,5458.50386799,1,-
2022-01-28,6250.576936228117,6250.576936228117,0.0,0.0,0.0,0,-
2022-01-31,6250.576936228117,69.80299818403091,1389.833,4790.940938044086,0.0,2,XLE+XLP
2022-02-01,6360.455416334344,69.80299818403091,1389.833,4900.819418150312,0.0,2,XLE+XLP
2022-02-02,6406.045804074107,66.45590942891329,1628.8369,4710.752994645194,0.0,3,XLE+XLP
2022-02-03,6387.594556081076,565.6000454289133,1141.6769,4680.317610652162,0.0,2,XLE+XLP
2022-02-04,6451.601420282534,63.33305034764794,2945.4686,3442.799769934885,0.0,5,XLE+XLP
2022-02-07,6475.847280839183,1030.5492354,1897.1186,3548.179445439184,0.0,3,XLE+XLP
2022-02-08,6404.844736099974,503.5272354,2424.1406,3477.176900699974,0.0,4,XLE+XLP
2022-02-09,6432.182222629276,66.52354921303709,2970.693,3394.965673416239,0.0,5,XLE+XLP
2022-02-10,6410.531884113826,21.085635511329883,3514.1998000000003,2875.2464486024955,0.0,6,XLE
2022-02-11,6494.158753004347,0.0,3514.1998000000003,0.0,2979.9589530043468,6,-
2022-02-14,6465.943490102411,498.51010980000007,2987.1778,0.0,2980.2555803024106,5,-
2022-02-15,6465.943490102411,3478.7656901024106,2987.1778,0.0,0.0,5,-
2022-02-16,6465.943490102411,3478.7656901024106,2987.1778,0.0,0.0,5,-
2022-02-17,6465.943490102411,150.581109286205,3548.7326000000003,0.0,2766.6297808162053,6,-
2022-02-18,6447.63098310241,823.306602286205,2857.6946,0.0,2766.6297808162053,5,-
2022-02-21,6447.63098310241,0.0,2857.6946,0.0,3589.9363831024098,5,-
2022-02-22,6447.308439929762,0.0,2857.6946,0.0,3589.613839929762,5,-
2022-02-23,6447.63098310241,0.0,2857.6946,0.0,3589.9363831024098,5,-
2022-02-24,6331.07802818478,2194.94780504,546.5524,0.0,3589.5778231447803,1,-
2022-02-25,6331.436588142409,2194.94780504,546.5524,0.0,3589.9363831024098,1,-
2022-02-28,6331.436588142409,0.0,546.5524,0.0,5784.88418814241,1,-
2022-03-01,6331.899856199017,0.0,546.5524,0.0,5785.347456199018,1,-
2022-03-02,6331.322584817517,0.0,546.5524,0.0,5784.770184817517,1,-
2022-03-03,6331.611220508268,0.0,546.5524,0.0,5785.058820508268,1,-
2022-03-04,6331.899856199017,0.0,546.5524,0.0,5785.347456199018,1,-
2022-03-07,6346.219529079018,560.87207288,0.0,0.0,5785.347456199018,0,-
2022-03-08,6346.219529079018,560.87207288,0.0,0.0,5785.347456199018,0,-
2022-03-09,6345.6422576975165,560.87207288,0.0,0.0,5784.770184817517,0,-
2022-03-10,6346.219529079018,560.87207288,0.0,0.0,5785.347456199018,0,-
2022-03-11,6346.219529079018,560.87207288,0.0,0.0,5785.347456199018,0,-
2022-03-14,6346.219529079018,0.0,0.0,0.0,6346.219529079018,0,-
2022-03-15,6345.586292969588,0.0,0.0,0.0,6345.586292969588,0,-
2022-03-16,6346.219529079018,0.0,0.0,0.0,6346.219529079018,0,-
2022-03-17,6346.219529079018,0.0,0.0,0.0,6346.219529079018,0,-
2022-03-18,6346.219529079018,6346.219529079018,0.0,0.0,0.0,0,-
2022-03-21,6346.219529079018,87.97228079291142,1072.3128000000002,5185.934448286106,0.0,2,XLE+XLU
2022-03-22,6325.721100050535,87.97228079291142,1072.3128000000002,5165.436019257623,0.0,2,XLE+XLU
2022-03-23,6382.748878141209,64.08695415835723,1837.9832000000001,4480.678723982852,0.0,3,XLE+XLU
2022-03-24,6403.791372848935,56.23911614962071,2315.3918,4032.1604566993137,0.0,4,XLE+XLU
2022-03-25,6486.123334083719,56.23911614962071,2315.3918,4114.492417934098,0.0,4,XLE+XLU
2022-03-28,6410.221059933445,27.583472479206762,3241.9488,3140.688787454238,0.0,6,XLE
2022-03-29,6384.801001307444,388.6131958592067,2863.678,3132.5098054482364,0.0,5,XLE
2022-03-30,6446.373300269193,159.76946755920665,3117.6976999999997,3168.906132709987,0.0,5,XLE
2022-03-31,6439.184291542471,1187.5712010392067,2125.6459,3125.9671905032646,0.0,3,XLE
2022-04-01,6464.5376377790235,4.933440564207103,4878.5019,1581.102297214817,0.0,7,XLE
2022-04-04,6492.424916321295,6.58490027362609,4965.2405,1520.5995160476698,0.0,7,XLE+XLU
2022-04-05,6495.655936788864,916.4540506736262,4082.3940000000002,1496.807886115237,0.0,6,XLE+XLU
2022-04-06,6504.559415711127,916.4540506736262,4082.3940000000002,1505.7113650375002,0.0,6,XLE+XLU
2022-04-07,6536.599374659588,25.0759746595879,6511.5234,0.0,0.0,10,-
2022-04-08,6536.599374659588,25.0759746595879,6511.5234,0.0,0.0,10,-
2022-04-11,6564.254658219587,745.42918356,5793.7495,0.0,25.075974659587896,9,-
2022-04-12,6535.499127219588,1538.26025256,4972.1629,0.0,25.075974659587896,8,-
2022-04-13,6535.500384792387,1538.26025256,4972.1629,0.0,25.077232232386674,8,-
2022-04-14,6535.501139336066,1538.26025256,4972.1629,0.0,25.077986776065938,8,-
2022-04-15,6535.501139336066,1538.26025256,4972.1629,0.0,25.077986776065938,8,-
2022-04-18,6535.50164011952,0.0,4972.1629,0.0,1563.3387401195198,8,-
2022-04-19,6567.09906931952,1486.7858292,3516.9745,0.0,1563.3387401195198,6,-
2022-04-20,6567.09906931952,1486.7858292,3516.9745,0.0,1563.3387401195198,6,-
2022-04-21,6583.16222499952,2195.2263848800003,2824.5971,0.0,1563.3387401195198,5,-
2022-04-22,6587.567513929519,4192.80757381,831.4212,0.0,1563.3387401195198,2,-
2022-04-25,6631.27356427145,875.0495559199999,0.0,0.0,5756.22400835145,0,-
2022-04-26,6631.562198543419,875.0495559199999,0.0,0.0,5756.512642623419,0,-
2022-04-27,6631.562198543419,875.0495559199999,0.0,0.0,5756.512642623419,0,-
2022-04-28,6632.138951669015,875.0495559199999,0.0,0.0,5757.089395749015,0,-
2022-04-29,6632.138951669015,875.0495559199999,0.0,0.0,5757.089395749015,0,-
2022-05-02,6631.848255723675,0.0,0.0,0.0,6631.848255723675,0,-
2022-05-03,6631.848255723675,0.0,0.0,0.0,6631.848255723675,0,-
2022-05-04,6631.848255723675,0.0,0.0,0.0,6631.848255723675,0,-
2022-05-05,6632.513270706105,0.0,0.0,0.0,6632.513270706105,0,-
2022-05-06,6632.513270706105,0.0,0.0,0.0,6632.513270706105,0,-
2022-05-09,6632.513270706105,0.0,0.0,0.0,6632.513270706105,0,-
2022-05-10,6632.513270706105,0.0,0.0,0.0,6632.513270706105,0,-
2022-05-11,6632.513270706105,0.0,0.0,0.0,6632.513270706105,0,-
2022-05-12,6632.513270706105,0.0,0.0,0.0,6632.513270706105,0,-
2022-05-13,6632.513270706105,0.0,0.0,0.0,6632.513270706105,0,-
2022-05-16,6632.513270706105,0.0,0.0,0.0,6632.513270706105,0,-
2022-05-17,6633.176504398403,0.0,0.0,0.0,6633.176504398403,0,-
2022-05-18,6633.176504398403,0.0,0.0,0.0,6633.176504398403,0,-
2022-05-19,6633.8409256174555,0.0,0.0,0.0,6633.8409256174555,0,-
2022-05-20,6633.176504398403,0.0,0.0,0.0,6633.176504398403,0,-
2022-05-23,6634.171058055162,0.0,0.0,0.0,6634.171058055162,0,-
2022-05-24,6634.501784256246,0.0,0.0,0.0,6634.501784256246,0,-
2022-05-25,6634.501784256246,0.0,0.0,0.0,6634.501784256246,0,-
