strategy,ticker,entry_date,exit_date,entry_price,exit_price,pl_pct,holding_days,allocated
V2-高リターン(+ETF),BJ,2021-11-19,2021-11-26,72.18000030517578,66.4056,-8.0,5,784.06
V2-高リターン(+ETF),DY,2021-11-24,2021-11-26,100.98999786376953,92.9108,-8.0,2,801.11
V2-高リターン(+ETF),NFLX,2021-10-01,2021-11-30,60.42399978637695,64.4648,6.69,42,435.86
V2-高リターン(+ETF),KRYS,2021-11-30,2021-11-30,87.25,80.27,-8.0,1,791.24
V2-高リターン(+ETF),BMRN,2021-11-22,2021-12-01,91.80000305175781,84.456,-8.0,7,148.62
V2-高リターン(+ETF),PFE,2021-11-29,2021-12-07,44.16450714658142,40.6313,-8.0,7,791.24
V2-高リターン(+ETF),COKE,2021-11-11,2021-12-10,45.781003973507566,51.3161,12.09,21,798.26
V2-高リターン(+ETF),MRVL,2021-12-08,2021-12-16,89.25058673835656,82.1105,-8.0,7,727.94
V2-高リターン(+ETF),ORCL,2021-12-13,2021-12-20,96.76699931932905,89.0256,-8.0,6,788.84
V2-高リターン(+ETF),ROIV,2021-12-21,2021-12-21,13.180000305175781,12.1256,-8.0,1,725.73
V2-高リターン(+ETF),PSTG,2021-11-30,2022-01-05,31.690000534057617,30.8426,-2.67,26,682.64
V2-高リターン(+ETF),ACN,2021-12-17,2022-01-06,373.48797923011995,362.4915,-2.94,14,775.03
V2-高リターン(+ETF),AAPL,2021-12-01,2022-01-10,163.88550209995378,165.1305,0.76,28,784.84
V2-高リターン(+ETF),LRCX,2021-12-02,2022-01-10,65.02757311744737,62.8569,-3.34,27,136.73
V2-高リターン(+ETF),HPQ,2021-11-26,2022-01-19,29.804553758517663,31.8008,6.7,37,572.1
V2-高リターン(+ETF),MU,2021-12-22,2022-01-20,87.9354573802783,85.8183,-2.41,20,667.67
V2-高リターン(+ETF),BPOP,2022-01-07,2022-01-20,79.72415639328186,80.2956,0.72,9,747.38
V2-高リターン(+ETF),DELL,2022-01-11,2022-01-21,54.76367364780537,51.5098,-5.94,8,747.65
V2-高リターン(+ETF),FWONK,2021-12-01,2022-01-24,59.5771598815918,58.1896,-2.33,37,408.11
V2-高リターン(+ETF),KEX,2022-01-06,2022-01-24,63.86000061035156,61.0341,-4.43,12,664.39
V2-高リターン(+ETF),ACGL,2022-01-11,2022-01-24,43.87445631637571,42.244,-3.72,9,180.15
V2-高リターン(+ETF),HSY,2022-01-20,2022-01-27,179.66027561059806,173.2401,-3.57,6,610.42
V2-高リターン(+ETF),SO,2022-02-01,2022-02-15,59.244683448090626,55.7541,-5.89,11,245.78
V2-高リターン(+ETF),MKC,2022-01-31,2022-02-18,89.88619111136667,88.8672,-1.13,15,737.35
V2-高リターン(+ETF),GLW,2022-01-31,2022-02-24,37.10179565951048,34.9812,-5.72,18,737.35
V2-高リターン(+ETF),NOV,2022-01-31,2022-03-07,15.385421453422559,17.0805,11.02,25,737.35
V2-高リターン(+ETF),GDDY,2022-02-16,2022-03-07,84.5,77.74,-8.0,13,231.3
V2-高リターン(+ETF),ADM,2022-01-31,2022-03-09,66.61669828368817,71.7441,7.7,27,737.35
V2-高リターン(+ETF),TRGP,2022-02-01,2022-03-09,54.08343473293348,59.4342,9.89,26,737.35
V2-高リターン(+ETF),RMBS,2022-03-21,2022-04-05,31.229999542236328,29.6765,-4.97,12,761.28
V2-高リターン(+ETF),LLY,2022-03-21,2022-04-21,277.910297786844,281.899,1.44,23,761.28
V2-高リターン(+ETF),STLD,2022-03-21,2022-04-25,80.44424149447714,82.1395,2.11,25,761.28
V2-高リターン(+ETF),MCK,2022-03-21,2022-04-25,293.1880696686517,305.9967,4.37,25,761.28
V2-高リターン(+ETF),SRE,2022-03-21,2022-04-27,69.22710073868024,72.4684,4.68,27,253.76
V2-高リターン(+ETF),BMY,2022-03-21,2022-04-29,60.51856657244906,62.9268,3.98,29,761.28
V2-高リターン(+ETF),EXC,2022-04-07,2022-04-29,42.874298519352955,41.133,-4.06,16,723.41
V2-高リターン(+ETF),ASTS,2022-08-17,2022-08-17,14.270000457763672,13.1284,-8.0,1,770.24
V2-高リターン(+ETF),FN,2022-08-17,2022-08-29,114.55000305175781,105.81,-7.63,9,770.24
V2-高リターン(+ETF),WSM,2022-08-17,2022-08-30,77.3961619147635,71.2045,-8.0,10,770.24
V2-高リターン(+ETF),FSS,2022-08-17,2022-08-31,41.63910969984797,39.1031,-6.09,11,770.24
V2-高リターン(+ETF),LULU,2022-12-01,2022-12-09,380.30999755859375,344.13,-9.51,7,732.72
V2-高リターン(+ETF),HL,2022-12-01,2022-12-16,5.54183990615529,5.0985,-8.0,12,732.72
V2-高リターン(+ETF),HPE,2022-12-01,2022-12-19,14.957967863201667,14.1401,-5.47,13,732.72
V2-高リターン(+ETF),FLUT,2022-12-01,2022-12-20,148.5,134.57,-9.38,14,732.72
V2-高リターン(+ETF),GIS,2022-12-01,2022-12-20,75.2907926401672,73.288,-2.66,14,732.72
V2-高リターン(+ETF),MRNA,2022-12-14,2022-12-28,195.0800018310547,179.4736,-8.0,10,663.08
V2-高リターン(+ETF),CMC,2023-01-12,2023-01-19,54.1489175045791,49.817,-8.0,5,675.48
V2-高リターン(+ETF),SNX,2023-01-12,2023-01-26,105.42172932030284,96.5195,-8.44,10,675.48
V2-高リターン(+ETF),EXAS,2023-01-12,2023-02-17,67.31999969482422,61.9344,-8.0,26,675.48
V2-高リターン(+ETF),UAL,2023-01-12,2023-02-21,48.61000061035156,47.936,-1.39,27,675.48
V2-高リターン(+ETF),NFLX,2023-01-23,2023-02-21,34.172000885009766,33.9167,-0.75,21,621.44
V2-高リターン(+ETF),DKNG,2023-02-21,2023-02-24,20.0,18.4,-8.0,4,621.44
V2-高リターン(+ETF),SGI,2023-01-12,2023-03-09,37.87141464819664,39.1954,3.5,39,656.41
V2-高リターン(+ETF),LVS,2022-12-01,2023-03-10,44.16897221689805,53.0104,20.02,68,244.24
V2-高リターン(+ETF),URI,2023-01-27,2023-03-10,417.4532196786884,430.9118,3.22,30,618.44
V2-高リターン(+ETF),MOD,2023-02-22,2023-03-10,24.979999542236328,23.6852,-5.18,13,641.9
V2-高リターン(+ETF),SITM,2023-03-10,2023-03-10,133.8300018310547,123.1236,-8.0,1,636.88
V2-高リターン(+ETF),EME,2023-02-28,2023-03-13,164.7899595126433,154.4757,-6.26,10,571.72
V2-高リターン(+ETF),AMD,2023-03-17,2023-04-17,96.66000366210938,90.23,-6.65,21,627.42
V2-高リターン(+ETF),ANET,2023-03-17,2023-04-19,40.631248474121094,39.1245,-3.71,23,627.42
V2-高リターン(+ETF),APLD,2023-04-18,2023-04-19,3.759999990463257,3.44,-8.51,2,585.68
V2-高リターン(+ETF),LSCC,2023-03-15,2023-04-25,91.0,86.1456,-5.33,29,627.37
V2-高リターン(+ETF),CDNS,2023-03-17,2023-04-25,206.77999877929688,200.6,-2.99,27,195.64
V2-高リターン(+ETF),WING,2023-02-23,2023-05-03,172.93464724666612,193.84,12.09,49,641.02
V2-高リターン(+ETF),ZBH,2023-04-20,2023-05-03,134.7563141002784,136.8028,1.52,10,534.1
V2-高リターン(+ETF),WING,2023-05-04,2023-05-09,216.5920241692231,199.2647,-8.0,4,614.56
V2-高リターン(+ETF),ISRG,2023-04-20,2023-05-23,298.9599914550781,300.1227,0.39,24,605.89
V2-高リターン(+ETF),SMCI,2023-05-04,2023-06-21,13.281999588012695,21.8377,64.42,33,614.56
V2-高リターン(+ETF),PLTR,2023-05-24,2023-06-23,12.050000190734863,13.64,13.2,21,605.79
V2-高リターン(+ETF),KTOS,2023-06-22,2023-06-23,15.369999885559082,14.1404,-8.0,2,680.01
V2-高リターン(+ETF),THC,2023-04-26,2023-07-19,72.0,78.713,9.32,58,185.18
V2-高リターン(+ETF),CVNA,2023-07-20,2023-07-20,53.369998931884766,49.1004,-8.0,1,202.45
V2-高リターン(+ETF),META,2023-03-15,2023-07-24,191.61151389829584,288.8844,50.77,90,627.37
V2-高リターン(+ETF),SPOT,2023-04-26,2023-07-24,138.52999877929688,164.2971,18.6,61,598.51
V2-高リターン(+ETF),CSGP,2023-06-22,2023-07-26,87.3499984741211,86.4972,-0.98,24,332.88
V2-高リターン(+ETF),BAX,2023-07-21,2023-07-27,46.38252177295522,43.1722,-6.92,5,186.25
V2-高リターン(+ETF),BSY,2023-05-10,2023-08-02,45.73643347753964,51.1019,11.73,58,596.99
V2-高リターン(+ETF),BDX,2023-07-25,2023-08-03,208.34191316953817,202.4107,-2.85,8,765.59
V2-高リターン(+ETF),CTRE,2023-07-25,2023-08-04,18.767261726452816,17.9872,-4.16,9,765.59
V2-高リターン(+ETF),W,2023-08-04,2023-08-09,85.64800262451172,78.7962,-8.0,4,743.79
V2-高リターン(+ETF),RCL,2023-07-28,2023-08-11,108.5051049201619,99.8247,-8.0,11,173.36
V2-高リターン(+ETF),KTOS,2023-08-07,2023-08-15,16.649999618530273,15.318,-8.0,7,733.77
V2-高リターン(+ETF),KMX,2023-06-26,2023-08-18,86.41000366210938,80.0593,-7.35,39,684.8
V2-高リターン(+ETF),IBP,2023-06-26,2023-08-18,128.5226595519816,137.6884,7.13,39,626.53
V2-高リターン(+ETF),UNP,2023-07-27,2023-08-18,221.2694452766822,209.8136,-5.18,17,454.14
V2-高リターン(+ETF),CSCO,2023-08-18,2023-09-15,50.935347962133406,52.0861,2.26,20,675.07
V2-高リターン(+ETF),PR,2023-08-22,2023-09-15,12.124395406028388,12.4133,2.38,18,735.41
V2-高リターン(+ETF),UEC,2023-08-22,2023-09-18,4.130000114440918,4.782,15.79,19,735.41
V2-高リターン(+ETF),APP,2023-08-14,2023-09-19,38.400001525878906,39.4596,2.76,26,159.49
V2-高リターン(+ETF),CELH,2023-08-10,2023-09-20,58.39666748046875,61.0694,4.58,29,684.29
V2-高リターン(+ETF),FNF,2023-09-18,2023-09-27,37.84034886851148,36.2547,-4.19,8,701.7
V2-高リターン(+ETF),EG,2023-09-20,2023-09-29,376.48786314722804,358.5694,-4.76,8,251.25
V2-高リターン(+ETF),REGN,2023-08-22,2023-10-03,836.6777403782997,798.2738,-4.59,30,265.49
V2-高リターン(+ETF),XOM,2023-09-28,2023-10-04,110.16647630201668,103.5778,-5.98,5,672.3
V2-高リターン(+ETF),FN,2023-10-06,2023-10-19,174.0,165.767,-4.73,10,752.44
V2-高リターン(+ETF),VRT,2023-08-03,2023-10-20,33.9918915949006,36.8089,8.29,56,667.03
V2-高リターン(+ETF),OWL,2023-09-18,2023-10-20,11.60114115970266,11.0773,-4.52,25,741.56
V2-高リターン(+ETF),JBL,2023-10-02,2023-10-20,125.75185534867899,127.8857,1.7,15,239.29
V2-高リターン(+ETF),AKAM,2023-09-21,2023-10-25,107.66000366210938,103.2822,-4.07,25,715.61
V2-高リターン(+ETF),MTDR,2023-10-20,2023-10-25,63.33794716644602,58.2709,-8.0,4,716.84
V2-高リターン(+ETF),CRWD,2023-10-09,2023-10-26,176.5,171.8648,-2.63,14,132.95
V2-高リターン(+ETF),CBOE,2023-09-20,2023-12-14,152.31812460150587,171.2981,12.46,61,764.15
V2-高リターン(+ETF),MSI,2023-11-06,2023-12-14,291.94393724869064,308.4997,5.67,28,201.41
V2-高リターン(+ETF),IT,2023-11-06,2023-12-21,387.80999755859375,441.7015,13.9,33,724.16
V2-高リターン(+ETF),GDDY,2023-11-06,2024-01-03,85.05500030517578,101.92,19.83,40,724.16
V2-高リターン(+ETF),BLD,2023-12-15,2024-01-03,374.6499938964844,352.2094,-5.99,12,744.16
V2-高リターン(+ETF),RKT,2023-12-15,2024-01-03,12.633222303910111,12.6896,0.45,12,328.04
V2-高リターン(+ETF),PRAX,2024-01-05,2024-01-05,27.799999237060547,25.576,-8.0,1,333.1
V2-高リターン(+ETF),CYTK,2023-12-22,2024-01-08,45.0,86.0189,91.15,10,763.03
V2-高リターン(+ETF),C,2024-01-04,2024-01-16,50.58133043816251,47.9071,-5.29,8,781.87
V2-高リターン(+ETF),FLEX,2024-01-04,2024-01-17,23.829999923706055,21.9236,-8.0,9,781.87
V2-高リターン(+ETF),TIGO,2024-01-08,2024-01-17,16.125336909171754,15.1732,-5.9,7,306.45
V2-高リターン(+ETF),MU,2023-12-22,2024-02-07,85.38898970858222,81.9532,-4.02,31,61.77
V2-高リターン(+ETF),NRG,2023-11-03,2024-02-12,43.768184963058836,50.0679,14.39,68,724.16
V2-高リターン(+ETF),ANET,2023-11-02,2024-02-13,53.064998626708984,64.4725,21.5,70,724.16
V2-高リターン(+ETF),NTNX,2024-01-18,2024-02-13,53.16999816894531,53.7787,1.14,19,883.99
V2-高リターン(+ETF),AMD,2024-01-17,2024-03-12,158.4499969482422,195.7885,23.56,39,899.53
V2-高リターン(+ETF),XPO,2024-02-08,2024-04-02,117.0,117.9181,0.78,37,59.28
V2-高リターン(+ETF),ORCL,2024-03-13,2024-04-02,125.36202079763765,121.0274,-3.46,14,973.89
V2-高リターン(+ETF),PRAX,2024-01-09,2024-04-04,32.25,50.6668,57.11,60,907.28
V2-高リターン(+ETF),OKLO,2024-04-03,2024-04-08,12.720000267028809,13.71,7.78,4,968.15
V2-高リターン(+ETF),OKLO,2024-04-09,2024-04-09,16.600000381469727,15.272,-8.0,1,1079.43
V2-高リターン(+ETF),MHK,2024-02-13,2024-04-10,112.80999755859375,120.8937,7.17,40,828.39
V2-高リターン(+ETF),LDOS,2024-02-14,2024-04-10,119.4149508817541,123.4231,3.36,39,839.8
V2-高リターン(+ETF),WFRD,2024-04-03,2024-04-16,120.53691513817864,111.8111,-7.24,10,172.01
V2-高リターン(+ETF),AXON,2024-04-12,2024-04-16,322.2300109863281,296.4516,-8.0,3,930.0
V2-高リターン(+ETF),MEDP,2024-02-14,2024-04-17,370.3999938964844,384.6892,3.86,44,934.15
V2-高リターン(+ETF),NTRA,2024-01-18,2024-04-18,67.88999938964844,87.5366,28.94,64,513.7
V2-高リターン(+ETF),UGI,2024-04-22,2024-05-02,23.59251740594031,21.7436,-7.84,9,1097.9
V2-高リターン(+ETF),CPT,2024-04-10,2024-05-28,95.1204070952829,95.9486,0.87,34,1063.21
V2-高リターン(+ETF),KMI,2024-04-22,2024-05-28,17.281706817450196,17.7546,2.74,26,534.65
V2-高リターン(+ETF),FORM,2024-05-03,2024-05-31,52.56999969482422,54.3795,3.44,20,1011.86
V2-高リターン(+ETF),DELL,2024-05-29,2024-05-31,160.76319104062497,139.6336,-13.14,3,535.5
V2-高リターン(+ETF),SMTC,2024-04-05,2024-06-06,32.84000015258789,38.7959,18.14,44,1065.3
V2-高リターン(+ETF),NVDA,2024-05-29,2024-06-24,112.99235261607853,122.5308,8.44,18,1086.24
V2-高リターン(+ETF),AGX,2024-04-17,2024-07-02,60.504622115711314,69.7264,15.24,53,1015.16
V2-高リターン(+ETF),NTAP,2024-06-03,2024-07-18,114.08054944936544,123.0536,7.87,32,432.23
V2-高リターン(+ETF),ALNY,2024-06-25,2024-07-18,221.3699951171875,237.1675,7.14,17,1133.0
V2-高リターン(+ETF),T,2024-06-03,2024-07-23,16.683743018372365,17.0999,2.49,35,1079.58
V2-高リターン(+ETF),HOOD,2024-06-07,2024-07-25,22.520000457763672,21.0852,-6.37,33,142.7
V2-高リターン(+ETF),DTM,2024-04-11,2024-07-30,60.035735446916085,68.7089,14.45,76,1079.24
V2-高リターン(+ETF),LUMN,2024-07-31,2024-07-31,2.5899999141693115,2.3828,-8.0,1,1215.98
V2-高リターン(+ETF),LUMN,2024-08-01,2024-08-02,3.2699999809265137,3.1298,-4.29,2,1137.88
V2-高リターン(+ETF),HALO,2024-06-07,2024-08-05,51.08000183105469,51.7875,1.39,40,1115.8
V2-高リターン(+ETF),ASTS,2024-07-26,2024-08-15,16.969999313354492,21.8,28.46,15,133.61
V2-高リターン(+ETF),ASTS,2024-08-16,2024-08-16,30.3700008392334,27.9404,-8.0,1,171.64
V2-高リターン(+ETF),RKLB,2024-08-19,2024-08-21,6.78000020980835,6.2376,-8.0,3,157.91
V2-高リターン(+ETF),CRDO,2024-08-22,2024-08-28,36.15999984741211,33.2672,-8.0,5,145.28
V2-高リターン(+ETF),SMTC,2024-08-29,2024-09-10,42.400001525878906,39.008,-8.0,8,133.66
V2-高リターン(+ETF),RKT,2024-08-05,2024-09-11,15.140940496844982,17.48,15.45,27,1089.11
V2-高リターン(+ETF),TSN,2024-08-06,2024-09-11,59.02048801569459,59.7564,1.25,26,1131.25
V2-高リターン(+ETF),VTR,2024-07-03,2024-09-19,49.5585051621097,59.4969,20.05,55,1162.07
V2-高リターン(+ETF),DHI,2024-07-19,2024-10-04,171.0127855778459,181.9787,6.41,55,1183.4
V2-高リターン(+ETF),LMT,2024-07-24,2024-10-22,482.23788735910057,565.8892,17.35,64,1106.51
V2-高リターン(+ETF),IBM,2024-09-12,2024-10-24,201.9585778067364,212.345,5.14,31,1179.03
V2-高リターン(+ETF),STRL,2024-09-20,2024-10-25,148.77000427246094,150.3838,1.08,26,1267.38
V2-高リターン(+ETF),CPAY,2024-10-07,2024-10-29,329.5799865722656,333.7812,1.27,17,1281.4
V2-高リターン(+ETF),ORCL,2024-09-11,2024-10-31,154.47934988606116,165.5013,7.13,37,122.97
V2-高リターン(+ETF),CTAS,2024-07-19,2024-11-01,186.99574012730838,202.8541,8.48,75,548.66
V2-高リターン(+ETF),CVNA,2024-11-01,2024-11-04,247.30999755859375,226.49,-8.42,2,131.74
V2-高リターン(+ETF),MLI,2024-10-23,2024-11-22,80.7998747371919,86.5251,7.09,23,1317.57
V2-高リターン(+ETF),QBTS,2024-11-25,2024-11-25,3.4200000762939453,3.1464,-8.0,1,1360.42
V2-高リターン(+ETF),APP,2024-09-12,2024-12-09,97.3499984741211,343.3648,252.71,62,1223.69
V2-高リターン(+ETF),DLR,2024-10-28,2024-12-10,175.4066191397542,179.1834,2.15,31,1281.13
V2-高リターン(+ETF),CBRE,2024-10-25,2024-12-18,134.66000366210938,131.6831,-2.21,38,1326.25
V2-高リターン(+ETF),TEAM,2024-11-04,2024-12-18,216.64999389648438,259.4268,19.74,32,595.19
V2-高リターン(+ETF),BAM,2024-11-05,2024-12-18,52.14384892842505,53.0629,1.76,31,120.65
V2-高リターン(+ETF),FFIV,2024-10-30,2024-12-19,240.00999450683594,250.019,4.17,36,1297.73
V2-高リターン(+ETF),QBTS,2024-12-19,2024-12-19,9.289999961853027,8.5468,-8.0,1,1928.95
V2-高リターン(+ETF),RBRK,2024-12-10,2024-12-20,69.5,63.94,-8.0,9,1919.84
V2-高リターン(+ETF),IONQ,2024-12-23,2024-12-23,45.33000183105469,41.7036,-8.0,1,1101.21
V2-高リターン(+ETF),PLTR,2024-12-23,2024-12-31,80.6500015258789,74.198,-8.0,6,1881.37
V2-高リターン(+ETF),ZM,2024-11-26,2025-01-08,84.0199966430664,79.6696,-5.18,29,1302.1
V2-高リターン(+ETF),JBL,2024-12-19,2025-01-27,144.97540397257148,160.8575,10.96,24,1914.11
V2-高リターン(+ETF),BROS,2025-01-03,2025-02-24,56.81999969482422,74.3321,30.82,34,898.23
V2-高リターン(+ETF),EBAY,2025-01-10,2025-02-27,67.45002005141608,63.1111,-6.43,33,1234.68
V2-高リターン(+ETF),ALK,2024-12-11,2025-03-03,62.0,69.176,11.57,54,1925.01
V2-高リターン(+ETF),T,2025-01-28,2025-03-04,23.050463759684746,25.0264,8.57,25,262.4
V2-高リターン(+ETF),NTNX,2025-02-28,2025-03-07,75.80000305175781,70.0562,-7.58,6,1155.26
V2-高リターン(+ETF),VZ,2025-03-10,2025-03-11,43.108762836368534,40.4694,-6.12,2,1067.72
V2-高リターン(+ETF),DRI,2024-12-20,2025-03-12,176.65963275097408,182.9177,3.54,54,1910.16
V2-高リターン(+ETF),ABT,2025-01-28,2025-03-12,127.3602580620703,129.8535,1.96,31,1861.4
V2-高リターン(+ETF),OKTA,2025-03-05,2025-04-02,108.63999938964844,102.8822,-5.3,21,492.51
V2-高リターン(+ETF),VRSN,2025-01-02,2025-04-04,207.4121198675677,239.762,15.6,64,1835.6
V2-高リターン(+ETF),BRK-B,2025-02-25,2025-04-04,503.1499938964844,506.8886,0.74,29,1175.07
V2-高リターン(+ETF),THG,2025-03-04,2025-04-04,169.6083357046839,161.827,-4.59,24,1940.19
V2-高リターン(+ETF),NXT,2025-05-14,2025-05-22,52.709999084472656,52.5955,-0.22,7,661.38
V2-高リターン(+ETF),UBER,2025-05-13,2025-05-29,87.41000366210938,83.5019,-4.47,12,1975.97
V2-高リターン(+ETF),QBTS,2025-05-23,2025-05-29,17.905000686645508,16.4726,-8.0,4,659.94
V2-高リターン(+ETF),PAYC,2025-05-13,2025-06-13,256.61691929489507,244.1116,-4.87,23,1975.97
V2-高リターン(+ETF),BA,2025-05-30,2025-06-13,206.77000427246094,200.68,-2.95,11,545.02
V2-高リターン(+ETF),LPLA,2025-05-30,2025-06-24,383.5704327433076,356.9489,-6.94,17,1949.75
V2-高リターン(+ETF),MP,2025-06-16,2025-07-07,31.469999313354492,30.54,-2.96,14,479.96
V2-高リターン(+ETF),NRG,2025-05-13,2025-07-08,148.85416911434544,151.5151,1.79,38,1975.97
V2-高リターン(+ETF),XP,2025-05-13,2025-07-10,18.206710000723508,18.6522,2.45,40,1975.97
V2-高リターン(+ETF),U,2025-07-09,2025-07-24,29.3700008392334,32.4208,10.39,12,1907.27
V2-高リターン(+ETF),VLO,2025-07-09,2025-07-24,146.688395309042,140.113,-4.48,12,104.02
V2-高リターン(+ETF),COIN,2025-06-25,2025-07-28,360.6000061035156,376.6403,4.45,23,1814.43
V2-高リターン(+ETF),TTMI,2025-05-13,2025-08-01,29.020000457763672,43.2825,49.15,56,1975.97
V2-高リターン(+ETF),ORCL,2025-06-16,2025-08-19,211.81944003306123,236.7374,11.76,45,1928.68
V2-高リターン(+ETF),OKLO,2025-07-25,2025-08-19,71.70999908447266,65.9732,-8.0,18,361.05
V2-高リターン(+ETF),MP,2025-07-11,2025-08-20,45.529998779296875,66.1037,45.19,29,1916.34
V2-高リターン(+ETF),NSC,2025-07-29,2025-08-22,272.77089251689046,270.8142,-0.72,19,1895.14
V2-高リターン(+ETF),ORA,2025-08-20,2025-09-02,92.74739410572177,89.0608,-3.97,9,1089.38
V2-高リターン(+ETF),WMS,2025-08-20,2025-09-09,142.05601282652495,135.0123,-4.96,14,2185.27
V2-高リターン(+ETF),OSK,2025-07-08,2025-09-17,123.21694814367764,133.3871,8.25,51,465.78
V2-高リターン(+ETF),TOL,2025-08-25,2025-09-19,137.9761088381755,136.5368,-1.04,19,2316.19
V2-高リターン(+ETF),BE,2025-07-25,2025-09-24,33.54999923706055,69.28,106.5,43,1952.83
V2-高リターン(+ETF),OKLO,2025-09-22,2025-09-25,130.84500122070312,110.96,-15.2,4,2292.03
V2-高リターン(+ETF),TJX,2025-08-21,2025-10-09,135.68354102236708,138.1478,1.82,35,2347.64
V2-高リターン(+ETF),APLD,2025-10-10,2025-10-10,37.02000045776367,34.0584,-8.0,1,2653.41
V2-高リターン(+ETF),APLD,2025-10-13,2025-10-14,36.380001068115234,33.4696,-8.0,2,2610.81
V2-高リターン(+ETF),QBTS,2025-09-18,2025-10-21,22.8700008392334,33.3928,46.01,24,504.22
V2-高リターン(+ETF),LUMN,2025-09-10,2025-10-31,5.610000133514404,8.7,55.08,38,2076.91
V2-高リターン(+ETF),IONS,2025-09-03,2025-11-10,58.97999954223633,68.9245,16.86,49,1046.08
V2-高リターン(+ETF),INTC,2025-09-26,2025-11-13,35.02000045776367,36.3759,3.87,35,2643.97
V2-高リターン(+ETF),SNDK,2025-11-11,2025-11-13,262.2900085449219,241.3068,-8.0,3,1606.38
V2-高リターン(+ETF),NVT,2025-08-04,2025-11-14,90.20973597397438,102.337,13.44,74,2150.05
V2-高リターン(+ETF),CAT,2025-10-15,2025-11-18,531.4262229638018,539.0403,1.43,25,2572.03
V2-高リターン(+ETF),GM,2025-10-22,2025-11-18,66.75834833371623,66.888,0.19,20,751.53
V2-高リターン(+ETF),TIGO,2025-11-19,2025-11-21,54.80970454325676,50.4249,-8.0,3,443.52
V2-高リターン(+ETF),PCVX,2025-11-17,2025-12-01,48.41999816894531,44.5464,-8.0,10,2439.09
V2-高リターン(+ETF),XEL,2025-09-25,2025-12-03,77.56135893846987,77.7986,0.31,49,2709.28
V2-高リターン(+ETF),JAZZ,2025-11-19,2025-12-04,180.39999389648438,165.968,-8.0,11,2918.35
V2-高リターン(+ETF),GOOGL,2025-11-24,2025-12-17,310.9266228942269,297.1773,-4.42,17,408.04
V2-高リターン(+ETF),CSCO,2025-11-14,2026-01-02,76.1723987501449,75.9368,-0.31,33,2856.97
V2-高リターン(+ETF),BIIB,2025-11-14,2026-01-14,164.72000122070312,173.6076,5.4,41,1367.24
V2-高リターン(+ETF),ARWR,2025-12-04,2026-01-20,64.4000015258789,62.0,-3.73,31,2717.57
V2-高リターン(+ETF),HLT,2025-12-18,2026-01-20,292.72176311579125,288.0444,-1.6,21,390.0
V2-高リターン(+ETF),SATS,2026-01-15,2026-01-26,129.74000549316406,119.3608,-8.0,7,1461.4
V2-高リターン(+ETF),IVZ,2025-12-02,2026-01-27,24.50225096399188,26.8473,9.57,38,2243.96
V2-高リターン(+ETF),DG,2025-12-05,2026-01-30,124.65834539472684,140.11,12.4,38,2684.88
V2-高リターン(+ETF),ILMN,2025-11-03,2026-02-03,121.12999725341797,138.2216,14.11,63,2830.09
V2-高リターン(+ETF),ZM,2026-01-27,2026-02-03,96.75,89.01,-8.0,6,1344.49
V2-高リターン(+ETF),FTAI,2026-01-05,2026-02-04,212.67999267578125,267.2478,25.66,22,2827.85
V2-高リターン(+ETF),QGEN,2026-01-21,2026-02-05,54.11000061035156,49.91,-7.76,12,2821.55
V2-高リターン(+ETF),SNDK,2026-01-21,2026-02-09,463.04998779296875,555.2072,19.9,14,178.52
V2-バランス(+ETF),ROAD,2020-12-07,2021-01-25,28.020000457763672,31.0286,10.74,33,779.81
V2-バランス(+ETF),GS,2020-12-22,2021-01-25,226.8975752551599,250.0252,10.19,22,763.28
V2-バランス(+ETF),NKE,2020-12-22,2021-01-25,132.33408167161826,126.9218,-4.09,22,763.28
V2-バランス(+ETF),GME,2021-01-26,2021-01-26,22.139999389648438,22.14,0.0,1,788.47
V2-バランス(+ETF),PSTG,2020-12-07,2021-01-27,20.969999313354492,21.9435,4.64,35,779.81
V2-バランス(+ETF),IRM,2021-01-26,2021-01-27,26.053581523916723,27.3421,4.95,2,788.47
V2-バランス(+ETF),GME,2021-01-27,2021-01-27,88.7074966430664,81.6109,-8.0,1,788.48
V2-バランス(+ETF),NYT,2021-01-26,2021-01-28,51.03343121651535,49.4769,-3.05,3,788.47
V2-バランス(+ETF),GME,2021-01-28,2021-01-28,66.25,66.25,0.0,1,789.61
V2-バランス(+ETF),RMBS,2020-12-07,2021-01-29,17.559999465942383,19.104,8.79,37,779.81
V2-バランス(+ETF),WBD,2021-01-28,2021-01-29,43.58000183105469,40.0936,-8.0,2,789.61
V2-バランス(+ETF),IRM,2021-01-28,2021-02-02,29.051971384990622,26.7278,-8.0,4,789.61
V2-バランス(+ETF),ABT,2021-01-29,2021-02-26,109.75193829159832,109.3005,-0.41,20,785.27
V2-バランス(+ETF),PTC,2021-01-29,2021-03-03,137.6699981689453,133.3547,-3.13,23,785.27
V2-バランス(+ETF),WAT,2021-02-03,2021-03-03,289.6600036621094,270.5347,-6.6,20,775.47
V2-バランス(+ETF),SWKS,2021-02-01,2021-03-04,151.3518126508916,150.1548,-0.79,23,785.44
V2-バランス(+ETF),PR,2021-03-04,2021-03-17,4.090594065480417,3.9592,-3.21,10,761.69
V2-バランス(+ETF),FANG,2021-03-05,2021-03-18,67.98387009754119,62.5452,-8.0,10,760.89
