ticker,signal,score,signal_date,entry_date,entry_price,exit_date,exit_price,result,pl_pct,sl_price,tp_price
FITB,BUY,0.6921,2021-03-01,2021-03-02,29.7076,2021-03-09,30.5189,trailing_stop,2.73,27.9678,0.0
GE,BUY,0.7591,2021-03-05,2021-03-08,69.2847,2021-03-10,65.1276,sl_hit,-6.0,65.1276,0.0
LYB,BUY,0.7165,2021-03-02,2021-03-03,76.5404,2021-03-16,76.5404,trailing_stop,0.0,71.948,0.0
AXP,STRONG_BUY,0.8219,2021-03-09,2021-03-10,137.1472,2021-03-16,137.1472,trailing_stop,0.0,128.9184,0.0
DVN,STRONG_BUY,0.8775,2021-03-08,2021-03-09,18.992,2021-03-18,17.8525,sl_hit,-6.0,17.8525,0.0
WTFC,STRONG_BUY,0.8066,2021-03-09,2021-03-10,72.073,2021-03-18,76.6954,trailing_stop,6.41,67.7486,0.0
OVV,BUY,0.7159,2021-03-16,2021-03-17,23.7827,2021-03-18,22.3557,sl_hit,-6.0,22.3557,0.0
WBS,BUY,0.7697,2021-03-05,2021-03-08,51.0819,2021-03-19,51.6093,trailing_stop,1.03,48.017,0.0
MS,BUY,0.7675,2021-03-04,2021-03-05,70.2298,2021-03-22,70.2298,trailing_stop,0.0,66.4972,0.0
UMBF,BUY,0.7709,2021-03-05,2021-03-08,85.5614,2021-03-22,87.4941,trailing_stop,2.26,80.4278,0.0
NWSA,BUY,0.6563,2021-02-24,2021-02-25,22.739,2021-03-23,25.2416,trailing_stop,11.01,21.3747,0.0
WBD,STRONG_BUY,0.8389,2021-03-10,2021-03-11,65.34,2021-03-23,72.89,trailing_stop,11.55,61.4196,0.0
BRX,BUY,0.7087,2021-03-17,2021-03-18,16.9021,2021-03-23,15.8879,sl_hit,-6.0,15.8879,0.0
AGCO,BUY,0.792,2021-03-18,2021-03-19,123.1438,2021-03-23,115.7552,sl_hit,-6.0,115.7552,0.0
EXPE,BUY,0.758,2021-03-18,2021-03-19,178.1619,2021-03-23,167.4722,sl_hit,-6.0,167.4722,0.0
SNA,BUY,0.7201,2021-03-19,2021-03-22,197.8614,2021-03-23,188.2313,sl_hit,-4.87,188.2313,0.0
HPQ,BUY,0.7163,2021-03-01,2021-03-02,24.8212,2021-03-24,25.0961,trailing_stop,1.11,23.3319,0.0
DOX,BUY,0.6844,2021-02-09,2021-02-10,69.9163,2021-03-31,66.8526,sl_hit,-4.38,66.8526,0.0
BAC,BUY,0.7276,2021-03-18,2021-03-19,34.1025,2021-04-12,35.6789,pre_earnings,4.62,32.1159,0.0
AMAT,BUY,0.6681,2021-04-01,2021-04-05,139.4279,2021-04-12,131.0622,sl_hit,-6.0,131.0622,0.0
WAT,BUY,0.7034,2021-04-06,2021-04-07,299.8,2021-04-14,299.8,trailing_stop,0.0,286.9714,0.0
ORI,BUY,0.7102,2021-04-06,2021-04-07,15.597,2021-04-19,16.2594,pre_earnings,4.25,14.9902,0.0
ALLE,BUY,0.658,2021-04-06,2021-04-07,122.8756,2021-04-19,124.3698,pre_earnings,1.22,117.6142,0.0
EXR,BUY,0.7566,2021-04-20,2021-04-21,121.9881,2021-04-23,122.7955,pre_earnings,0.66,117.7185,0.0
LH,BUY,0.6583,2021-02-23,2021-02-24,196.736,2021-04-26,217.1958,pre_earnings,10.4,184.9319,0.0
LOW,BUY,0.7544,2021-04-16,2021-04-19,187.716,2021-04-26,181.5667,sl_hit,-3.28,181.5667,0.0
J,BUY,0.6585,2021-04-12,2021-04-13,106.2822,2021-04-30,106.2822,trailing_stop,0.0,101.9706,0.0
CDW,BUY,0.7052,2021-04-14,2021-04-15,168.8244,2021-04-30,168.3995,pre_earnings,-0.25,161.4021,0.0
DOV,BUY,0.7187,2021-04-21,2021-04-22,140.5853,2021-04-30,140.5853,trailing_stop,0.0,136.2022,0.0
ALLE,BUY,0.6912,2021-04-22,2021-04-23,126.6629,2021-04-30,126.6629,trailing_stop,0.0,121.9117,0.0
HPE,BUY,0.6532,2021-04-23,2021-04-26,14.2541,2021-05-04,13.729,sl_hit,-3.68,13.729,0.0
FR,BUY,0.6799,2021-04-26,2021-04-27,43.3434,2021-05-04,43.3434,trailing_stop,0.0,42.0599,0.0
ACM,BUY,0.658,2021-04-07,2021-04-08,63.5199,2021-05-05,65.5683,pre_earnings,3.22,59.7363,0.0
AXS,STRONG_BUY,0.813,2021-05-04,2021-05-05,50.8611,2021-05-10,50.8611,trailing_stop,0.0,49.0412,0.0
ORI,BUY,0.7014,2021-04-26,2021-04-27,16.6213,2021-05-11,17.6232,trailing_stop,6.03,16.1618,0.0
BRO,BUY,0.7776,2021-05-05,2021-05-06,51.6219,2021-05-11,51.6219,trailing_stop,0.0,49.77,0.0
AYI,BUY,0.7927,2021-04-01,2021-04-05,170.7004,2021-05-12,181.6396,trailing_stop,6.41,160.4584,0.0
CSL,BUY,0.706,2021-04-22,2021-04-23,171.5531,2021-05-12,178.9991,trailing_stop,4.34,165.8784,0.0
ORLY,BUY,0.732,2021-04-30,2021-05-03,37.0067,2021-05-12,37.0067,trailing_stop,0.0,35.7035,0.0
EXR,BUY,0.6922,2021-04-30,2021-05-03,123.7609,2021-05-12,119.4223,sl_hit,-3.51,119.4223,0.0
GD,BUY,0.6919,2021-04-30,2021-05-03,172.4258,2021-05-12,172.4258,trailing_stop,0.0,167.2798,0.0
AMH,BUY,0.6986,2021-05-19,2021-05-20,33.2472,2021-05-21,33.2472,trailing_stop,0.0,31.9343,0.0
CHRD,BUY,0.7038,2021-05-21,2021-05-24,54.8083,2021-05-25,51.5198,sl_hit,-6.0,51.5198,0.0
WST,BUY,0.7649,2021-05-27,2021-05-28,341.8584,2021-06-03,327.4451,sl_hit,-4.22,328.416,0.0
F,STRONG_BUY,0.8202,2021-06-03,2021-06-04,12.2577,2021-06-08,11.5222,sl_hit,-6.0,11.5222,0.0
UPS,STRONG_BUY,0.8328,2021-05-04,2021-05-05,173.53,2021-06-09,164.4735,sl_hit,-5.22,164.4735,0.0
ALL,STRONG_BUY,0.8012,2021-05-11,2021-05-12,120.2222,2021-06-09,120.2222,trailing_stop,0.0,116.1054,0.0
ELV,BUY,0.7379,2021-04-21,2021-04-22,360.6122,2021-06-10,362.6574,trailing_stop,0.57,348.6252,0.0
BK,BUY,0.6517,2021-04-30,2021-05-03,43.9224,2021-06-10,43.9267,trailing_stop,0.01,42.1083,0.0
BRK-B,BUY,0.7356,2021-05-11,2021-05-12,285.46,2021-06-10,285.46,trailing_stop,0.0,276.7414,0.0
ADM,STRONG_BUY,0.8225,2021-05-10,2021-05-11,58.611,2021-06-11,58.611,trailing_stop,0.0,56.2138,0.0
CCI,BUY,0.72,2021-06-10,2021-06-11,160.0722,2021-06-11,155.8992,sl_hit,-2.61,155.8992,0.0
NUE,BUY,0.7573,2021-05-18,2021-05-19,93.0961,2021-06-14,97.041,trailing_stop,4.24,87.5104,0.0
COKE,STRONG_BUY,0.8133,2021-06-08,2021-06-09,42.9069,2021-06-14,40.3325,sl_hit,-6.0,40.3325,0.0
AVB,BUY,0.712,2021-06-10,2021-06-11,182.7991,2021-06-17,177.5388,sl_hit,-2.88,177.5388,0.0
ESI,BUY,0.7082,2021-06-11,2021-06-14,23.041,2021-06-17,22.088,sl_hit,-4.14,22.088,0.0
CHRD,BUY,0.7087,2021-06-14,2021-06-15,61.3851,2021-06-17,61.3851,trailing_stop,0.0,57.702,0.0
CPT,BUY,0.7993,2021-06-09,2021-06-10,113.1276,2021-06-18,113.1276,trailing_stop,0.0,109.7131,0.0
VRT,BUY,0.7963,2021-06-09,2021-06-10,26.1467,2021-06-18,26.1467,trailing_stop,0.0,25.1105,0.0
AFG,BUY,0.7011,2021-06-16,2021-06-17,83.8008,2021-06-18,79.6323,sl_hit,-4.97,79.6345,0.0
NVDA,BUY,0.7673,2021-06-17,2021-06-18,18.7421,2021-06-18,18.7421,trailing_stop,0.0,17.6616,0.0
CHRD,BUY,0.7246,2021-06-18,2021-06-21,61.872,2021-06-28,62.5586,trailing_stop,1.11,58.1597,0.0
PR,BUY,0.7101,2021-06-18,2021-06-21,5.7921,2021-06-28,6.0351,trailing_stop,4.2,5.4445,0.0
BX,BUY,0.7715,2021-06-16,2021-06-17,83.7861,2021-06-30,83.7861,trailing_stop,0.0,81.2916,0.0
EXR,BUY,0.7332,2021-06-16,2021-06-17,133.4366,2021-06-30,137.7696,trailing_stop,3.25,129.7202,0.0
FANG,BUY,0.6708,2021-07-01,2021-07-02,79.9942,2021-07-06,75.1945,sl_hit,-6.0,75.1945,0.0
QXO,BUY,0.774,2021-07-06,2021-07-07,84.5004,2021-07-07,79.4304,sl_hit,-6.0,79.4304,0.0
APO,BUY,0.7674,2021-07-01,2021-07-02,57.2929,2021-07-08,54.9579,sl_hit,-4.08,54.9579,0.0
FWONK,BUY,0.6803,2021-07-02,2021-07-06,48.7001,2021-07-12,46.33,sl_hit,-4.87,46.33,0.0
PM,BUY,0.6582,2021-04-20,2021-04-21,74.7919,2021-07-14,80.1774,timeout_60d,7.2,72.3197,0.0
TROW,BUY,0.7281,2021-07-12,2021-07-13,173.9621,2021-07-14,167.9943,sl_hit,-3.43,167.9943,0.0
FR,BUY,0.6551,2021-05-24,2021-05-25,45.2919,2021-07-16,48.1565,pre_earnings,6.32,43.6003,0.0
GMED,BUY,0.7553,2021-07-01,2021-07-02,78.97,2021-07-19,78.97,trailing_stop,0.0,75.8771,0.0
MRNA,BUY,0.767,2021-07-16,2021-07-19,284.54,2021-07-20,322.2494,trailing_stop,13.25,267.4676,0.0
WST,BUY,0.7796,2021-07-08,2021-07-09,369.934,2021-07-21,360.7791,sl_hit,-2.47,360.7791,0.0
INVH,BUY,0.6559,2021-05-19,2021-05-20,30.3123,2021-07-23,35.113,pre_earnings,15.84,29.2521,0.0
MCO,BUY,0.6863,2021-07-21,2021-07-22,364.9462,2021-07-23,367.7584,pre_earnings,0.77,354.5795,0.0
FTNT,BUY,0.681,2021-06-18,2021-06-21,47.152,2021-07-26,54.468,pre_earnings,15.52,45.2183,0.0
IDXX,BUY,0.677,2021-07-20,2021-07-21,667.84,2021-07-26,685.67,pre_earnings,2.67,644.2386,0.0
MRNA,STRONG_BUY,0.8651,2021-07-21,2021-07-22,319.0,2021-07-27,333.6331,trailing_stop,4.59,299.86,0.0
WAT,BUY,0.751,2021-06-17,2021-06-18,345.04,2021-07-29,391.02,pre_earnings,13.33,334.2057,0.0
PSA,BUY,0.7469,2021-06-18,2021-06-21,245.2092,2021-07-29,255.3814,pre_earnings,4.15,239.6923,0.0
AMH,BUY,0.7085,2021-05-24,2021-05-25,33.9679,2021-08-02,37.5153,pre_earnings,10.44,32.4923,0.0
ZTS,BUY,0.7601,2021-07-07,2021-07-08,186.9661,2021-08-02,193.2356,pre_earnings,3.35,181.7633,0.0
DPZ,BUY,0.7646,2021-07-23,2021-07-26,493.9937,2021-08-10,493.9937,trailing_stop,0.0,467.8049,0.0
RVTY,BUY,0.7138,2021-07-26,2021-07-27,171.4307,2021-08-11,177.3637,trailing_stop,3.46,164.1844,0.0
MRNA,STRONG_BUY,0.8526,2021-08-10,2021-08-11,443.57,2021-08-11,416.9558,sl_hit,-6.0,416.9558,0.0
A,BUY,0.729,2021-06-17,2021-06-18,141.6166,2021-08-12,153.278,pre_earnings,8.23,137.4227,0.0
ARES,BUY,0.7794,2021-07-29,2021-07-30,61.7593,2021-08-19,62.2073,trailing_stop,0.73,58.9944,0.0
PFE,STRONG_BUY,0.805,2021-08-02,2021-08-03,35.0639,2021-08-19,39.1101,trailing_stop,11.54,33.8857,0.0
ACI,STRONG_BUY,0.8439,2021-08-11,2021-08-12,19.3425,2021-08-19,19.3955,trailing_stop,0.27,18.1819,0.0
NUE,BUY,0.7971,2021-08-12,2021-08-13,116.0928,2021-08-19,109.0237,sl_hit,-6.09,109.1272,0.0
PAYX,BUY,0.6589,2021-07-16,2021-07-19,96.7496,2021-08-24,100.1987,trailing_stop,3.56,94.0301,0.0
SCI,STRONG_BUY,0.8628,2021-08-02,2021-08-03,58.3355,2021-08-24,58.3355,trailing_stop,0.0,56.0946,0.0
INTU,BUY,0.7775,2021-08-24,2021-08-25,560.8053,2021-08-25,544.6216,sl_hit,-2.89,544.6216,0.0
ADSK,BUY,0.7157,2021-08-25,2021-08-26,317.2,2021-08-26,317.2,trailing_stop,0.0,305.0286,0.0
WST,BUY,0.7624,2021-07-29,2021-07-30,401.9775,2021-09-10,454.6328,trailing_stop,13.1,386.803,0.0
ISRG,BUY,0.7478,2021-08-20,2021-08-23,350.5733,2021-09-10,350.5733,trailing_stop,0.0,336.8829,0.0
MRSH,BUY,0.6878,2021-07-26,2021-07-27,136.7333,2021-09-14,147.5948,trailing_stop,7.94,132.6212,0.0
GRMN,BUY,0.7003,2021-08-20,2021-08-23,154.542,2021-09-14,154.5801,trailing_stop,0.02,149.6156,0.0
OTIS,BUY,0.7773,2021-07-26,2021-07-27,82.7054,2021-09-16,82.7054,trailing_stop,0.0,79.9622,0.0
RMD,BUY,0.6702,2021-09-10,2021-09-13,285.2714,2021-09-16,275.6939,sl_hit,-3.36,275.6939,0.0
META,BUY,0.7102,2021-07-28,2021-07-29,358.4958,2021-09-17,362.5807,trailing_stop,1.14,341.5059,0.0
EPAM,STRONG_BUY,0.8039,2021-08-11,2021-08-12,598.0,2021-09-17,616.284,trailing_stop,3.06,572.7171,0.0
CDNS,BUY,0.683,2021-08-20,2021-08-23,155.64,2021-09-20,161.2118,trailing_stop,3.58,149.7214,0.0
KEYS,BUY,0.769,2021-08-24,2021-08-25,174.79,2021-09-20,174.79,trailing_stop,0.0,168.9398,0.0
INTU,BUY,0.7803,2021-08-26,2021-08-27,538.7737,2021-09-20,538.7737,trailing_stop,0.0,518.6627,0.0
BX,BUY,0.7591,2021-09-15,2021-09-16,115.1456,2021-09-20,110.0335,sl_hit,-4.44,110.0335,0.0
ACN,BUY,0.6578,2021-09-16,2021-09-17,319.4601,2021-09-20,312.1884,pre_earnings,-2.28,311.5387,0.0
DHR,BUY,0.7389,2021-08-19,2021-08-20,279.1587,2021-09-27,279.1587,trailing_stop,0.0,270.4795,0.0
DGX,BUY,0.652,2021-09-10,2021-09-13,142.0967,2021-09-27,137.5516,sl_hit,-3.2,137.5516,0.0
TEAM,BUY,0.6739,2021-09-14,2021-09-15,387.47,2021-09-27,399.8225,trailing_stop,3.19,371.144,0.0
RGEN,BUY,0.7107,2021-09-16,2021-09-17,304.83,2021-09-27,310.954,trailing_stop,2.01,292.0386,0.0
CMG,BUY,0.7269,2021-07-21,2021-07-22,34.953,2021-09-28,37.2125,trailing_stop,6.46,33.2347,0.0
ARES,BUY,0.7025,2021-09-17,2021-09-20,67.9213,2021-09-28,65.0105,sl_hit,-4.29,65.0105,0.0
COST,BUY,0.6663,2021-09-24,2021-09-27,442.5316,2021-09-28,428.3574,sl_hit,-3.2,428.3574,0.0
PWR,BUY,0.7278,2021-09-17,2021-09-20,114.3621,2021-09-30,114.3621,trailing_stop,0.0,107.8104,0.0
AR,BUY,0.7925,2021-10-04,2021-10-05,21.01,2021-10-05,19.7494,sl_hit,-6.0,19.7494,0.0
RRC,STRONG_BUY,0.8602,2021-10-04,2021-10-05,23.898,2021-10-06,22.4641,sl_hit,-6.0,22.4641,0.0
LNG,BUY,0.7528,2021-10-04,2021-10-05,99.3036,2021-10-06,93.459,sl_hit,-5.89,93.459,0.0
CTRA,BUY,0.7051,2021-10-04,2021-10-05,18.1648,2021-10-06,17.0749,sl_hit,-6.0,17.0749,0.0
NFLX,BUY,0.743,2021-10-05,2021-10-06,62.818,2021-10-14,63.38,pre_earnings,0.89,59.0489,0.0
FOXA,BUY,0.7119,2021-10-04,2021-10-05,39.5068,2021-10-15,39.5068,trailing_stop,0.0,37.39,0.0
VNOM,STRONG_BUY,0.8308,2021-10-01,2021-10-04,17.0851,2021-10-21,18.2249,trailing_stop,6.67,16.06,0.0
OVV,BUY,0.7544,2021-10-04,2021-10-05,31.9731,2021-10-21,34.5935,trailing_stop,8.2,30.0547,0.0
ZWS,BUY,0.78,2021-10-06,2021-10-07,32.6488,2021-10-21,34.3773,pre_earnings,5.29,30.7535,0.0
DT,BUY,0.6805,2021-09-27,2021-09-28,71.22,2021-10-22,78.76,pre_earnings,10.59,67.5453,0.0
DELL,BUY,0.6884,2021-10-20,2021-10-21,51.5809,2021-10-26,51.5809,trailing_stop,0.0,49.638,0.0
TSLA,STRONG_BUY,0.8092,2021-10-21,2021-10-22,298.5,2021-10-26,346.731,trailing_stop,16.16,284.6819,0.0
CF,STRONG_BUY,0.8173,2021-10-01,2021-10-04,55.7826,2021-10-27,52.4356,sl_hit,-6.0,52.4356,0.0
FANG,BUY,0.7733,2021-10-04,2021-10-05,86.4162,2021-10-27,88.5396,pre_earnings,2.46,81.2313,0.0
MOS,STRONG_BUY,0.812,2021-10-11,2021-10-12,37.6574,2021-10-27,37.286,pre_earnings,-0.99,35.3979,0.0
WAL,BUY,0.7888,2021-10-22,2021-10-25,111.8953,2021-10-27,105.1815,sl_hit,-6.0,105.1815,0.0
DVN,BUY,0.7614,2021-10-04,2021-10-05,31.6221,2021-10-28,32.5711,pre_earnings,3.0,29.7248,0.0
CHRD,BUY,0.7497,2021-10-26,2021-10-27,78.5185,2021-10-29,79.7216,pre_earnings,1.53,74.0924,0.0
TRGP,BUY,0.7476,2021-10-04,2021-10-05,48.0303,2021-11-01,50.8399,pre_earnings,5.85,45.1485,0.0
FWONK,BUY,0.6719,2021-10-07,2021-10-08,51.62,2021-11-01,55.2457,pre_earnings,7.02,49.4337,0.0
BG,BUY,0.6993,2021-10-27,2021-10-28,80.8094,2021-11-02,80.8094,trailing_stop,0.0,78.0249,0.0
KKR,STRONG_BUY,0.8903,2021-11-02,2021-11-03,78.2114,2021-11-04,78.2114,trailing_stop,0.0,73.9567,0.0
NFLX,BUY,0.7357,2021-10-21,2021-10-22,65.181,2021-11-05,65.6422,trailing_stop,0.71,61.5909,0.0
TMO,BUY,0.7446,2021-11-01,2021-11-02,630.5479,2021-11-05,607.0081,sl_hit,-3.73,607.0081,0.0
NVDA,STRONG_BUY,0.8675,2021-11-04,2021-11-05,30.1249,2021-11-05,30.1249,trailing_stop,0.0,28.3175,0.0
TSLA,STRONG_BUY,0.8675,2021-10-27,2021-10-28,356.1033,2021-11-08,393.7718,trailing_stop,10.58,334.7371,0.0
SAIA,STRONG_BUY,0.8606,2021-11-01,2021-11-02,329.64,2021-11-09,341.7625,trailing_stop,3.68,309.8616,0.0
NVDA,STRONG_BUY,0.8675,2021-11-08,2021-11-09,32.2156,2021-11-09,30.2827,sl_hit,-6.0,30.2827,0.0
F,BUY,0.656,2021-10-28,2021-10-29,12.6555,2021-11-10,14.6255,trailing_stop,15.57,11.8962,0.0
SMTC,STRONG_BUY,0.8104,2021-11-05,2021-11-08,90.97,2021-11-10,86.4086,sl_hit,-5.01,86.4086,0.0
TTEK,BUY,0.6745,2021-10-21,2021-10-22,32.0895,2021-11-12,34.9376,pre_earnings,8.88,30.5339,0.0
NVDA,STRONG_BUY,0.911,2021-11-10,2021-11-11,30.4054,2021-11-12,30.3275,pre_earnings,-0.26,28.5811,0.0
CFR,BUY,0.7092,2021-10-28,2021-10-29,116.3861,2021-11-19,116.8661,trailing_stop,0.41,112.0952,0.0
ZS,STRONG_BUY,0.8233,2021-11-09,2021-11-10,348.27,2021-11-22,357.3045,trailing_stop,2.59,331.6453,0.0
SNPS,BUY,0.6763,2021-11-12,2021-11-15,349.36,2021-11-22,349.36,trailing_stop,0.0,334.6057,0.0
CG,STRONG_BUY,0.8483,2021-11-05,2021-11-08,51.7495,2021-11-23,49.2438,sl_hit,-4.84,49.2438,0.0
AMD,STRONG_BUY,0.8215,2021-11-09,2021-11-10,143.93,2021-11-23,152.3261,trailing_stop,5.83,135.2942,0.0
TSCO,BUY,0.7703,2021-11-19,2021-11-22,43.2286,2021-11-23,41.7157,sl_hit,-3.5,41.7157,0.0
